"RKDCONFO","N/A","   51","   35","   16","31 %","Constants of the Table FORM_TAB",
"RKDCONGL","N/A","   27","   17","   10","37 %","Global Constants",
"RKDCONLC","N/A","   44","   30","   14","32 %","Global Constants",
"RKDCONLE","N/A","   15","    7","    8","53 %","Constants of the table LEVEL_TAB",
"RKDCONPR","N/A","  115","   83","   32","28 %","Constants of the Table PRINT",
"RKDCONPS","N/A","   16","    8","    8","50 %","Constants of the Table PRINT",
"RKDCONSE","N/A","   53","   37","   16","30 %","Constants of Table SEIG",
"RKDCONSH","N/A","   24","   17","    7","29 %","Constants of Table VAR_TAB",
"RKDCONSL","N/A","   43","   33","   10","23 %","Constants of table SEL_TAB",
"RKDCONVP","N/A","  120","   87","   33","28 %","Constants of Table VAR_TAB",
"RKDTYPCX","N/A","  114","   80","   34","30 %","Types of report definition (IMPORT <----> COIX)",
"RKDTYPGL","N/A","   47","   28","   19","40 %","Tables and structure types for GLOBAL use in drill-down repo",
"[Totle]"," ","1,891","1,306","  585","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_FOR_ACC","N/A","   79","   56","   23","29 %","test of acc flag",
"[Totle]"," ","   79","   56","   23","29 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_JOB_TEST","N/A","   85","   70","   15","18 %","test of creat job",
"[Totle]"," ","   85","   70","   15","18 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_JOB_WRITE","N/A","   32","   21","   11","34 %","test writ",
"[Totle]"," ","   32","   21","   11","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_LOG_DISPLAY","N/A","  277","  118","  159","57 %","Display log",
"ZCWU_LOG_DISPLAY","0100","    5","    4","    1","20 %","test",
"[Totle]"," ","  282","  122","  160","57 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_OLE_3","N/A","   88","   28","   60","68 %","OLE SAVE",
"OLE2INCL","N/A","    3","    1","    2","67 %","Include with TYPE Definition",
"[Totle]"," ","   91","   29","   62","68 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_OLE_EXCEL","N/A","  164","  117","   47","29 %","OLE manipulate EXCEL",
"[Totle]"," ","  164","  117","   47","29 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_POPUP_IMAGE","N/A","  154","   97","   57","37 %","Show popup image and confirm",
"ZCWU_POPUP_IMAGE","0100","    5","    4","    1","20 %","Show image",
"[Totle]"," ","  159","  101","   58","36 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_PROGRAM1","N/A","   57","   34","   23","40 %","stsdt",
"[Totle]"," ","   57","   34","   23","40 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_PROGRAM2","N/A","  193","  125","   68","35 %","abcd",
"[Totle]"," ","  193","  125","   68","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_QRCODE_X","N/A","  853","  494","  359","42 %","Display QR code in abap",
"ZCWU_QRCODE_X","9000","    5","    4","    1","20 %","Show QR code",
"[Totle]"," ","  858","  498","  360","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_REG_EXP","N/A","  157","  111","   46","29 %","Test of regular expression(正则表达式运用)",
"[Totle]"," ","  157","  111","   46","29 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_SENDPDF_MAIL","N/A","  327","  173","  154","47 %","Convert Smartform to PDF Test AND send via mail",
"[Totle]"," ","  327","  173","  154","47 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_SET_VARIANT","N/A","  170","   93","   77","45 %","set variant of a report",
"[Totle]"," ","  170","   93","   77","45 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_SQL_TOOL","N/A","   58","   16","   42","72 %","Open SQL explorer",
"ZCWU_SQL_F01","N/A","  257","  162","   95","37 %","Include ZSQLEXPLORERF02",
"ZCWU_SQL_F02","N/A","  360","  210","  150","42 %","Include ZSQLEXPLORERF03",
"ZCWU_SQL_F03","N/A","1,784","1,233","  551","31 %","Include ZSQLEXPLORERF04",
"ZCWU_SQL_F04","N/A","  245","  156","   89","36 %","Include ZSQLEXPLORERF06",
"ZCWU_SQL_F05","N/A","  207","  132","   75","36 %","Include ZSQLEXPLORERF05",
"ZCWU_SQL_F06","N/A","  294","  193","  101","34 %","Include ZSQLEXPLORERF07",
"ZCWU_SQL_F07","N/A","  251","  151","  100","40 %","Include ZSQLEXPLORERI01",
"ZCWU_SQL_M01","N/A","  219","  119","  100","46 %","Include ZSQLEXPLORERO01",
"ZCWU_SQL_TOP","N/A","  159","  114","   45","28 %","Include ZSQLEXPLORERTOP",
"ZCWU_SQL_TOOL","0100","   10","    5","    5","50 %","Sql editor",
"ZCWU_SQL_TOOL","0200","    6","    4","    2","33 %","Configuration Form",
"[Totle]"," ","3,850","2,495","1,355","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_STORE_PIC","N/A","  165","  113","   52","32 %","Pic store in sap and show",
"ZCWU_STORE_PIC","0100","    5","    4","    1","20 %","Picture display",
"[Totle]"," ","  170","  117","   53","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TESCW","N/A","  457","  300","  157","34 %","test2 for dynpro",
"[Totle]"," ","  457","  300","  157","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST","N/A","  278","  170","  108","39 %","Upload File",
"YSE_TRANS_FILE================XTI","N/A","    0","    0","    0"," 0 %","Upload File",
"[Totle]"," ","  278","  170","  108","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST100","N/A","   68","   52","   16","24 %","Transfer data to sap application server",
"[Totle]"," ","   68","   52","   16","24 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST13","N/A","  275","   75","  200","73 %","extend storage location",
"[Totle]"," ","  275","   75","  200","73 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST2","N/A","  457","  300","  157","34 %","test2 for dynpro",
"[Totle]"," ","  457","  300","  157","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST3","N/A","  161","   50","  111","69 %","Get active material views",
"[Totle]"," ","  161","   50","  111","69 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST4","N/A","   59","   36","   23","39 %","[CWU] Test usage of F4 help",
"[Totle]"," ","   59","   36","   23","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST5","N/A","   81","   38","   43","53 %","[CWU] DYNPRO TEST",
"ZCWU_TEST5","0100","    8","    7","    1","13 %","Main screen",
"ZCWU_TEST5","0200","    5","    4","    1","20 %","Subscreen 200 of program zcwu_test5",
"ZCWU_TEST5","0300","    5","    4","    1","20 %","Subscreen 300 of program zcwu_test5",
"ZCWU_TEST5","0400","    5","    2","    3","60 %","Subscreen 400 of program zcwu_test5",
"[Totle]"," ","  104","   55","   49","47 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST6","N/A","  131","   93","   38","29 %","[CWU] Simple OO alv",
"ZCWU_TEST6","0100","    5","    4","    1","20 %","Show flight",
"[Totle]"," ","  136","   97","   39","29 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST7","N/A","2,696","   30","2,666","99 %","[CWU] Test usage of F4 help",
"[Totle]"," ","2,696","   30","2,666","99 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST8","N/A","1,972","1,467","  505","26 %","Idoc display",
"[Totle]"," ","1,972","1,467","  505","26 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST9","N/A","  232","  117","  115","50 %","Idoc display",
"[Totle]"," ","  232","  117","  115","50 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_014","N/A","   75","   38","   37","49 %","To find the releation between order no and notification numb",
"[Totle]"," ","   75","   38","   37","49 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_015","N/A","   95","   78","   17","18 %","TEST",
"[Totle]"," ","   95","   78","   17","18 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_016","N/A","  152","   54","   98","64 %","Submit to spool",
"[Totle]"," ","  152","   54","   98","64 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_020","N/A","  266","  222","   44","17 %","Test equip system status",
"[Totle]"," ","  266","  222","   44","17 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_021","N/A","   57","   33","   24","42 %","test of insert",
"[Totle]"," ","   57","   33","   24","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_027","N/A","   47","   32","   15","32 %","test mail",
"[Totle]"," ","   47","   32","   15","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_028","N/A","  306","  180","  126","41 %","sgsgg",
"[Totle]"," ","  306","  180","  126","41 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_18","N/A","  644","  109","  535","83 %","TEST OF BAPI BAPI_SALESORDER_CHANGE",
"[Totle]"," ","  644","  109","  535","83 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_20150604","N/A","   16","    6","   10","63 %","test",
"[Totle]"," ","   16","    6","   10","63 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_APPLOG","N/A","  201","  157","   44","22 %","TEST",
"[Totle]"," ","  201","  157","   44","22 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_CODE_COUNTER","N/A","2,814","2,087","  727","26 %","Calculate the program line and steps",
"[Totle]"," ","2,814","2,087","  727","26 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_DELIVERY","N/A","   70","   36","   34","49 %","test to delete delivery",
"[Totle]"," ","   70","   36","   34","49 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_F4","N/A","  100","   44","   56","56 %","F4 help for multiple fields",
"[Totle]"," ","  100","   44","   56","56 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_IW75","N/A","   68","   54","   14","21 %","TEST OF CR3987",
"[Totle]"," ","   68","   54","   14","21 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_MACRO","N/A","  220","  134","   86","39 %","test macro",
"[Totle]"," ","  220","  134","   86","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_MEMORY","N/A","   67","   44","   23","34 %","Memory use",
"[Totle]"," ","   67","   44","   23","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_RELR","N/A","   64","   42","   22","34 %","RELR",
"[Totle]"," ","   64","   42","   22","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_SCREEN_HIDE","N/A","   30","   14","   16","53 %","Test to hide a srceen element",
"ZCWU_TEST_SCREEN_HIDE","0100","    5","    3","    2","40 %","ttest",
"[Totle]"," ","   35","   17","   18","51 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_SEND_XLS","N/A","  179","   88","   91","51 %","Test of transformation",
"[Totle]"," ","  179","   88","   91","51 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_ST1","N/A","  101","   70","   31","31 %","Simple transformation",
"ZCWU_TR_TEST2=================XTI","N/A","    0","    0","    0"," 0 %","Simple transformation",
"[Totle]"," ","  101","   70","   31","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_ST2","N/A","   56","   42","   14","25 %","tr test2",
"ZCWU_TR_TEST3=================XTI","N/A","    0","    0","    0"," 0 %","tr test2",
"ZCWU_TR_TEST4=================XTI","N/A","    0","    0","    0"," 0 %","tr test2",
"[Totle]"," ","   56","   42","   14","25 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_TR1","N/A","   61","   46","   15","25 %","Test of transformation",
"[Totle]"," ","   61","   46","   15","25 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_UTILITY","N/A","  606","  415","  191","32 %","Test the utility class",
"ZCWU_SQL_F01","N/A","  257","  162","   95","37 %","Include ZSQLEXPLORERF02",
"ZCWU_SQL_F02","N/A","  360","  210","  150","42 %","Include ZSQLEXPLORERF03",
"ZCWU_SQL_F03","N/A","1,784","1,233","  551","31 %","Include ZSQLEXPLORERF04",
"ZCWU_SQL_F04","N/A","  245","  156","   89","36 %","Include ZSQLEXPLORERF06",
"ZCWU_SQL_F05","N/A","  207","  132","   75","36 %","Include ZSQLEXPLORERF05",
"ZCWU_SQL_F06","N/A","  294","  193","  101","34 %","Include ZSQLEXPLORERF07",
"ZCWU_SQL_F07","N/A","  251","  151","  100","40 %","Include ZSQLEXPLORERI01",
"ZCWU_SQL_M01","N/A","  219","  119","  100","46 %","Include ZSQLEXPLORERO01",
"ZCWU_SQL_TOP1","N/A","  159","  113","   46","29 %","Include ZSQLEXPLORERTOP",
"ZCWU_TEST_SQL_TOOL","N/A","   25","    9","   16","64 %","Include ZCWU_TEST_SQL_TOOL",
"ZCWU_TEST_UTILITY_F_INITF01","N/A","1,190","  971","  219","18 %","Include ZCWU_TEST_UTILITY_F_INITF01",
"ZCWU_TEST_UTILITY","0100","   10","    5","    5","50 %","Sql editor",
"ZCWU_TEST_UTILITY","0200","    6","    4","    2","33 %","Configuration Form",
"[Totle]"," ","5,613","3,873","1,740","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_WORD1","N/A","  141","  101","   40","28 %","Test of OLE word1",
"OLE2INCL","N/A","    3","    1","    2","67 %","Include with TYPE Definition",
"[Totle]"," ","  144","  102","   42","29 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TEST_XLS","N/A","  134","   89","   45","34 %","Report ZVENKAT_DOWNLOAD_XLS_WITH_HEAD",
"[Totle]"," ","  134","   89","   45","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_TRIGGER_EVENT","N/A","   42","   29","   13","31 %","Trigger job event",
"[Totle]"," ","   42","   29","   13","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_UPLOAD_DOWN","N/A","  793","  537","  256","32 %","Upload and download ABAP program",
"[Totle]"," ","  793","  537","  256","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_UPLOAD_FILE","N/A","   78","   53","   25","32 %","Upload file to server and download to PC",
"[Totle]"," ","   78","   53","   25","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_WF_TEST","N/A","   18","    7","   11","61 %","Workflow trigger program",
"[Totle]"," ","   18","    7","   11","61 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZCWU_WF_TEST2","N/A","   42","   17","   25","60 %","test",
"[Totle]"," ","   42","   17","   25","60 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZDELFLGINRES","N/A","  131","  100","   31","24 %","OSS600151: correction report for DLFL in RESB inconsistent",
"[Totle]"," ","  131","  100","   31","24 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZDELPOSTPROCPOOL","N/A","  159","  123","   36","23 %","OSS689398 - Open future change records for completed orders",
"[Totle]"," ","  159","  123","   36","23 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZDEMO1","N/A","    9","    1","    8","89 %","Demo Program",
"[Totle]"," ","    9","    1","    8","89 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZDEMO_ALVGRID","N/A","  215","  115","  100","47 %","Program ZDEMO_ALVGRID",
"[Totle]"," ","  215","  115","  100","47 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZDOWNANDUPLOADPROGRAMS","N/A","  729","  497","  232","32 %","Download and upload programs",
"[Totle]"," ","  729","  497","  232","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZEGSDR1030","N/A","  511","  308","  203","40 %","Delivery request",
"ZEGSDR1030","0500","    5","    4","    1","20 %","Delivery request header info",
"[Totle]"," ","  516","  312","  204","40 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZEM_ABAP_OO_01","N/A","   85","   48","   37","44 %","Program ZEM_ABAP_OO_01",
"ZEM_ABAP_OO_VEHICLE","N/A","  208","  131","   77","37 %","Include ZEM_ABAP_OO_VEHICLE",
"[Totle]"," ","  293","  179","  114","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZEM_EX19","N/A","  168","  105","   63","38 %","Program ZEM_EX19",
"ZEM_ABAP_OO_VEHICLE","N/A","  208","  131","   77","37 %","Include ZEM_ABAP_OO_VEHICLE",
"Z_EM_EX19_INCL","N/A","   65","   34","   31","48 %","Include Z_EM_EX19_INCL",
"[Totle]"," ","  441","  270","  171","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZERO2MASTER_ANDA","N/A","   23","    5","   18","78 %","Test the utility class",
"ZERO2MASTER_ANDA_000_FUNC","N/A","   70","   54","   16","23 %","Include ZERO2MASTER_ANDA_000_FUNC",
"ZERO2MASTER_ANDA_00A_FUNC","N/A","  195","  160","   35","18 %","Include ZERO2MASTER_ANDA_00A_FUNC",
"ZERO2MASTER_ANDA_00_TOP","N/A","   71","    3","   68","96 %","Include ZERO2MASTER_ANDA_00_TOP",
"ZERO2MASTER_ANDA_02A_FUNC","N/A","   51","   33","   18","35 %","Include ZERO2MASTER_ANDA_02A_FUNC",
"ZERO2MASTER_ANDA_02B_FUNC","N/A","  120","   19","  101","84 %","Include ZERO2MASTER_ANDA_02B_FUNC",
"ZERO2MASTER_ANDA_03A_FUNC","N/A","   54","    2","   52","96 %","Include ZERO2MASTER_ANDA_03A_FUNC",
"ZERO2MASTER_ANDA_04A_FUNC","N/A","  274","  182","   92","34 %","Include ZERO2MASTER_ANDA_04A_FUNC",
"ZERO2MASTER_ANDA_04A_TOP","N/A","    8","    3","    5","63 %","Include ZERO2MASTER_ANDA_04A_TOP",
"ZERO2MASTER_ANDA_04B_FUNC","N/A","  486","  364","  122","25 %","Include ZERO2MASTER_ANDA_04B_FUNC",
"ZERO2MASTER_ANDA_04C_FUNC","N/A","  113","   80","   33","29 %","Include ZERO2MASTER_ANDA_04C_FUNC",
"ZERO2MASTER_ANDA_06E_FUNC","N/A","   63","   38","   25","40 %","Include ZERO2MASTER_ANDA_06E_FUNC",
"ZERO2MASTER_ANDA_07A_FUNC","N/A","  133","   70","   63","47 %","Include ZERO2MASTER_ANDA_07A_FUNC",
"ZERO2MASTER_ANDA_08B_FUNC","N/A","1,681","1,321","  360","21 %","Include ZERO2MASTER_ANDA_08B_FUNC",
"ZERO2MASTER_ANDA_08B_TOP","N/A","   73","   67","    6"," 8 %","Include ZERO2MASTER_ANDA_08B_TOP",
"ZERO2MASTER_ANDA_09A_FUNC","N/A","  167","  133","   34","20 %","Include ZERO2MASTER_ANDA_09A_FUNC",
"ZERO2MASTER_ANDA_COM_FUNC","N/A","    6","    2","    4","67 %","Include ZERO2MASTER_ANDA_COM_FUNC",
"ZERO2MASTER_ANDA_EVENT","N/A","  154","   65","   89","58 %","Include ZERO2MASTER_ANDA_EVENT",
"ZERO2MASTER_ANDA_FUNC","N/A","   38","   16","   22","58 %","Include ZCWU_TEST_UTILITY_F_INITF01",
"ZERO2MASTER_ANDA_INIT_FUNC","N/A","  290","  210","   80","28 %","Include ZERO2MASTER_ANDA_INIT_FUNC",
"ZERO2MASTER_ANDA_LINESEL_FUNC","N/A","   38","   24","   14","37 %","Include ZERO2MASTER_ANDA_LINESEL_FUNC",
"ZERO2MASTER_ANDA_SCR1_FUNC","N/A","  352","  246","  106","30 %","Include ZERO2MASTER_ANDA_SCR_FUNC",
"ZERO2MASTER_ANDA_SCR2_FUNC","N/A","  261","  216","   45","17 %","Include ZERO2MASTER_ANDA_SCR2_FUNC",
"ZERO2MASTER_ANDA_SCREEN","N/A","  457","  346","  111","24 %","Include ZERO2MASTER_ANDA_SCREEN",
"ZERO2MASTER_ANDA_SQL_F01","N/A","  257","  162","   95","37 %","Include ZSQLEXPLORERF02",
"ZERO2MASTER_ANDA_SQL_F02","N/A","  360","  210","  150","42 %","Include ZSQLEXPLORERF03",
"ZERO2MASTER_ANDA_SQL_F03","N/A","1,784","1,233","  551","31 %","Include ZSQLEXPLORERF04",
"ZERO2MASTER_ANDA_SQL_F04","N/A","  245","  156","   89","36 %","Include ZSQLEXPLORERF06",
"ZERO2MASTER_ANDA_SQL_F05","N/A","  207","  132","   75","36 %","Include ZSQLEXPLORERF05",
"ZERO2MASTER_ANDA_SQL_F06","N/A","  294","  193","  101","34 %","Include ZSQLEXPLORERF07",
"ZERO2MASTER_ANDA_SQL_F07","N/A","   70","   35","   35","50 %","Include ZSQLEXPLORERI01",
"ZERO2MASTER_ANDA_SQL_FUNC","N/A","   23","    8","   15","65 %","Include ZCWU_TEST_SQL_TOOL",
"ZERO2MASTER_ANDA_SQL_M01","N/A","  219","  119","  100","46 %","Include ZSQLEXPLORERO01",
"ZERO2MASTER_ANDA_SQL_TOP","N/A","  159","  113","   46","29 %","Include ZSQLEXPLORERTOP",
"ZERO2MASTER_ANDA_TOP","N/A","   68","   36","   32","47 %","Include ZERO2MASTER_ANDA_TOP",
"ZERO2MASTER_ANDA","0100","   10","    5","    5","50 %","Sql editor",
"ZERO2MASTER_ANDA","0200","    6","    4","    2","33 %","Configuration Form",
"ZERO2MASTER_ANDA","9000","    5","    4","    1","20 %","Show QR code",
"[Totle]"," ","8,885","6,069","2,816","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZEXIT","N/A","   95","   74","   21","22 %","User Exit finding",
"[Totle]"," ","   95","   74","   21","22 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZEX_13","N/A","  171","  103","   68","40 %","Program ZEX_13",
"[Totle]"," ","  171","  103","   68","40 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZEX_16","N/A","  260","  151","  109","42 %","Report ZEX_16",
"[Totle]"," ","  260","  151","  109","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZEX_18","N/A","  282","  165","  117","41 %","Report ZEX_18",
"[Totle]"," ","  282","  165","  117","41 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZEX_21","N/A","  588","  353","  235","40 %","Program ZEX_20",
"[Totle]"," ","  588","  353","  235","40 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZFCORRFA_FAGL","N/A","3,917","2,772","1,145","29 %","Report ZFCORRFA_FAGL",
"[Totle]"," ","3,917","2,772","1,145","29 %"," ",


