AM: Column headings for HR-reporting


MANDT	 WERKS	 ZREPTP	 ZCOLNR	 ZCOLHD
100	 CN20	 GM周末加班210％	 002	 Labour Travel
100	 CN20	 GM周末加班210％	 003	 Labour Normal Worksh
100	 CN20	 GM周末加班210％	 004	 Travel Time
100	 CN20	 GM周末加班210％	 005	 Travel Allowance
100	 CN20	 GM周末加班210％	 006	 Overnight Stay
100	 CN20	 GM周末加班210％	 007	 Technical specialist
100	 CN20	 GM周末加班210％	 008	 LabouWorkshopCustSit
100	 CN20	 GM周末加班210％	 009	 Labour P & M spec
100	 CN20	 GM周末加班210％	 010	 Mileage (km)
100	 CN20	 GM周末加班210％	 011	 Add.Expence (loc cur
100	 CN20	 GM周末加班210％	 012	 Travel Allow.  (LCU)
100	 CN20	 GM周末加班210％	 013	 Training Pneumatic L
100	 CN20	 GM周末加班210％	 014	 Training Pneumatic T
100	 CN20	 GM周末加班210％	 015	 Training Electric L
100	 CN20	 GM周末加班210％	 016	 Training Electric T
100	 CN20	 GM周末加班210％	 017	 On Site Service Loc
100	 CN20	 GM周末加班210％	 018	 On Site Service Trav
100	 CN20	 GM周末加班210％	 019	 Standby Time
100	 CN20	 GM周末加班210％	 020	 Branch Maintenance
100	 CN20	 GM周末加班210％	 100	 Training
100	 CN20	 GM周末加班210％	 101	 Customer Visit
100	 CN20	 GM周末加班210％	 102	 Branch Meetings
100	 CN20	 GM周末加班210％	 103	 Holiday
100	 CN20	 GM周末加班210％	 104	 Sick
100	 CN20	 GM周末加班210％	 105	 Administration
100	 CN20	 GM周末加班210％	 106	 Travel hours
100	 CN20	 GM周末加班210％	 107	 GM周末加班210％
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 001	 Labour Site
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 002	 Labour Travel
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 003	 Labour Normal Worksh
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 004	 Travel Time
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 005	 Travel Allowance
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 006	 Overnight Stay
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 007	 Technical specialist
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 008	 LabouWorkshopCustSit
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 009	 Labour P & M spec
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 010	 Mileage (km)
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 011	 Add.Expence (loc cur
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 012	 Travel Allow.  (LCU)
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 013	 Training Pneumatic L
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 014	 Training Pneumatic T
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 015	 Training Electric L
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 016	 Training Electric T
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 017	 On Site Service Loc
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 018	 On Site Service Trav
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 019	 Standby Time
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 020	 Branch Maintenance
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 100	 Training
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 101	 Customer Visit
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 102	 Branch Meetings
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 103	 Holiday
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 104	 Sick
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 105	 Administration
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 106	 Travel hours
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 107	 GM周末加班210％ - consoli
100	 CN20	 GM国定假日加班315％	 001	 Labour Site
100	 CN20	 GM国定假日加班315％	 002	 Labour Travel
100	 CN20	 GM国定假日加班315％	 003	 Labour Normal Worksh
100	 CN20	 GM国定假日加班315％	 004	 Travel Time
100	 CN20	 GM国定假日加班315％	 005	 Travel Allowance
100	 CN20	 GM国定假日加班315％	 006	 Overnight Stay
100	 CN20	 GM国定假日加班315％	 007	 Technical specialist
100	 CN20	 GM国定假日加班315％	 008	 LabouWorkshopCustSit
100	 CN20	 GM国定假日加班315％	 009	 Labour P & M spec
100	 CN20	 GM国定假日加班315％	 010	 Mileage (km)
100	 CN20	 GM国定假日加班315％	 011	 Add.Expence (loc cur
100	 CN20	 GM国定假日加班315％	 012	 Travel Allow.  (LCU)
100	 CN20	 GM国定假日加班315％	 013	 Training Pneumatic L
100	 CN20	 GM国定假日加班315％	 014	 Training Pneumatic T
100	 CN20	 GM国定假日加班315％	 015	 Training Electric L
100	 CN20	 GM国定假日加班315％	 016	 Training Electric T
100	 CN20	 GM国定假日加班315％	 017	 On Site Service Loc
100	 CN20	 GM国定假日加班315％	 018	 On Site Service Trav
100	 CN20	 GM国定假日加班315％	 019	 Standby Time
100	 CN20	 GM国定假日加班315％	 020	 Branch Maintenance
100	 CN20	 GM国定假日加班315％	 100	 Training
100	 CN20	 GM国定假日加班315％	 101	 Customer Visit
100	 CN20	 GM国定假日加班315％	 102	 Branch Meetings
100	 CN20	 GM国定假日加班315％	 103	 Holiday
100	 CN20	 GM国定假日加班315％	 104	 Sick
100	 CN20	 GM国定假日加班315％	 105	 Administration
100	 CN20	 GM国定假日加班315％	 106	 Travel hours
100	 CN20	 GM国定假日加班315％	 107	 GM国定假日加班315％
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 001	 Labour Site
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 002	 Labour Travel
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 003	 Labour Normal Worksh
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 004	 Travel Time
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 005	 Travel Allowance
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 006	 Overnight Stay
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 007	 Technical specialist
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 008	 LabouWorkshopCustSit
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 009	 Labour P & M spec
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 010	 Mileage (km)
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 011	 Add.Expence (loc cur
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 012	 Travel Allow.  (LCU)
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 013	 Training Pneumatic L
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 014	 Training Pneumatic T
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 015	 Training Electric L
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 016	 Training Electric T
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 017	 On Site Service Loc
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 018	 On Site Service Trav
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 019	 Standby Time
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 020	 Branch Maintenance
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 100	 Training
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 101	 Customer Visit
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 102	 Branch Meetings
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 103	 Holiday
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 104	 Sick
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 105	 Administration
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 106	 Travel hours
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 107	 GM国定假日加班315％ - conso
100	 CN20	 GM翻班110％	 001	 Labour Site
100	 CN20	 GM翻班110％	 002	 Labour Travel
100	 CN20	 GM翻班110％	 003	 Labour Normal Worksh
100	 CN20	 GM翻班110％	 004	 Travel Time
100	 CN20	 GM翻班110％	 005	 Travel Allowance
100	 CN20	 GM翻班110％	 006	 Overnight Stay
100	 CN20	 GM翻班110％	 007	 Technical specialist
100	 CN20	 GM翻班110％	 008	 LabouWorkshopCustSit
100	 CN20	 GM翻班110％	 009	 Labour P & M spec
100	 CN20	 GM翻班110％	 010	 Mileage (km)
100	 CN20	 GM翻班110％	 011	 Add.Expence (loc cur
100	 CN20	 GM翻班110％	 012	 Travel Allow.  (LCU)
100	 CN20	 GM翻班110％	 013	 Training Pneumatic L
100	 CN20	 GM翻班110％	 014	 Training Pneumatic T
100	 CN20	 GM翻班110％	 015	 Training Electric L
100	 CN20	 GM翻班110％	 016	 Training Electric T
100	 CN20	 GM翻班110％	 017	 On Site Service Loc
100	 CN20	 GM翻班110％	 018	 On Site Service Trav
100	 CN20	 GM翻班110％	 019	 Standby Time
100	 CN20	 GM翻班110％	 020	 Branch Maintenance
100	 CN20	 GM翻班110％	 100	 Training
100	 CN20	 GM翻班110％	 101	 Customer Visit
100	 CN20	 GM翻班110％	 102	 Branch Meetings
100	 CN20	 GM翻班110％	 103	 Holiday
100	 CN20	 GM翻班110％	 104	 Sick
100	 CN20	 GM翻班110％	 105	 Administration
100	 CN20	 GM翻班110％	 106	 Travel hours
100	 CN20	 GM翻班110％	 107	 GM翻班110％
100	 CN20	 GM翻班110％ - CONSOLIDATED	 001	 Labour Site
100	 CN20	 GM翻班110％ - CONSOLIDATED	 002	 Labour Travel
100	 CN20	 GM翻班110％ - CONSOLIDATED	 003	 Labour Normal Worksh
100	 CN20	 GM翻班110％ - CONSOLIDATED	 004	 Travel Time
100	 CN20	 GM翻班110％ - CONSOLIDATED	 005	 Travel Allowance
100	 CN20	 GM翻班110％ - CONSOLIDATED	 006	 Overnight Stay
100	 CN20	 GM翻班110％ - CONSOLIDATED	 007	 Technical specialist
100	 CN20	 GM翻班110％ - CONSOLIDATED	 008	 LabouWorkshopCustSit
100	 CN20	 GM翻班110％ - CONSOLIDATED	 009	 Labour P & M spec
100	 CN20	 GM翻班110％ - CONSOLIDATED	 010	 Mileage (km)
100	 CN20	 GM翻班110％ - CONSOLIDATED	 011	 Add.Expence (loc cur
100	 CN20	 GM翻班110％ - CONSOLIDATED	 012	 Travel Allow.  (LCU)
100	 CN20	 GM翻班110％ - CONSOLIDATED	 013	 Training Pneumatic L
100	 CN20	 GM翻班110％ - CONSOLIDATED	 014	 Training Pneumatic T
100	 CN20	 GM翻班110％ - CONSOLIDATED	 015	 Training Electric L
100	 CN20	 GM翻班110％ - CONSOLIDATED	 016	 Training Electric T
