Generated Table for View YAM_MAT2


MANDT	 MATNR	 MATKL	 VKORG	 VTWEG	 SPRAS	 MAKTG	 BISMT
100	 000000010001000026	 7450	 NNAA	 11	 S	 LLAMADA DE EMERGENCIA	
100	 000000010001000027	 7450	 BGAA	 11	 E	 COMPENSATION	
100	 000000010001000027	 7450	 BGAA	 11	 F	 COMPENSATION PLAN OOOHI 1	
100	 000000010001000027	 7450	 BGAA	 11	 N	 VERGOEDING GEPLAND OOOHI 1	
100	 000000010001000028	 7450	 BGAA	 11	 E	 COMPENSATION 2	
100	 000000010001000028	 7450	 BGAA	 11	 F	 COMPENSATION PLAN OOOHI 2	
100	 000000010001000028	 7450	 BGAA	 11	 N	 VERGOEDING GEPLAND OOOHI 2	
100	 000000010001000029	 7450	 BGAA	 11	 E	 REFRIGIDENT	
100	 000000010001000029	 7450	 CHAA	 11	 E	 REFRIGIDENT	
100	 000000010001000029	 7450	 BGAA	 11	 F	 FR#ON	
100	 000000010001000029	 7450	 CHAA	 11	 F	 FR#ON	
100	 000000010001000029	 7450	 BGAA	 11	 N	 FREON	
100	 000000010001000029	 7450	 CHAA	 11	 N	 FREON	
100	 000000010001000030	 7450	 ESAA	 11	 E	 TRANSPORT	
100	 000000010001000030	 7450	 ESAA	 11	 S	 GASTOS DE TRANSPORTE	
100	 000000010001000031	 7450	 ADEA	 11	 D	 RUECKRUF DURCH TECHN. SUPPORT	
100	 000000010001000031	 7450	 HK01	 11	 D	 RUECKRUF DURCH TECHN. SUPPORT	
100	 000000010001000031	 7450	 PL01	 11	 D	 RUECKRUF DURCH TECHN. SUPPORT	
100	 000000010001000031	 7450	 ADEA	 11	 E	 HOTLINE SUPPORT	
100	 000000010001000031	 7450	 HK01	 11	 E	 HOTLINE SUPPORT	
100	 000000010001000031	 7450	 PL01	 11	 E	 HOTLINE SUPPORT	
100	 000000010001000032	 7450	 ADEA	 11	 D	 EINSATZ NACH MELDUNG UEBER NOTRUFHOTLINE	
100	 000000010001000032	 7450	 ADEA	 11	 E	 CUSTOMER VISIT	
100	 000000010001000033	 7450	 CHAA	 11	 D	 REISEPAUSCHALE	
100	 000000010001000033	 7450	 CHAA	 11	 E	 GLOBAL MILEAGE COST	
100	 000000010001000033	 7450	 CHAA	 11	 F	 FORFAIT DE D#PLACEMENT	
100	 000000010001000034	 041Z30000	 PL01	 11	 D	 DISTANZ [KM]	
100	 000000010001000034	 041Z30000	 PL01	 11	 E	 DISTANCE [KM]	
100	 000000010001000034	 041Z30000	 PL01	 11	 F	 DISTANCE [KM]	
100	 000000010001000035	 041C50000	 PL01	 11	 E	 ADDITIONAL EXPENSES [LOCAL CURRENCY]	
100	 000000010001000035	 041C50000	 PL01	 11	 F	 FRAIS DE SEJOUR	
100	 000000010001000035	 041C50000	 PL01	 11	 N	 OVERNACHTING	
100	 000000010001000035	 041C50000	 PL01	 11	 O	 DIETT	
100	 000000010001000035	 041C50000	 PL01	 11	 S	 COSTOS Y EL ALOJARSE	
100	 000000010001000036	 041Z40000	 PL01	 11	 E	 TRAVEL ALLOWANCE  [LOCAL CURRENCY]	
100	 000000010001000036	 041Z40000	 PL01	 11	 F	 FRAIS DE SEJOUR	
100	 000000010001000036	 041Z40000	 PL01	 11	 N	 OVERNACHTING	
100	 000000010001000036	 041Z40000	 PL01	 11	 O	 DIETT	
100	 000000010001000036	 041Z40000	 PL01	 11	 S	 COSTOS Y EL ALOJARSE	
100	 000000010001000037	 041040000	 PL01	 11	 D	 ARBEITSSTUNDEN	
100	 000000010001000037	 041040000	 PL01	 11	 E	 REPAIR HOUR	
100	 000000010001000037	 041040000	 PL01	 11	 S	 HORAS EN MAQUINA	
100	 000000010001000039	 041C10000	 CN03	 11	 D	 ARBEITSSTUNDEN	
100	 000000010001000039	 041C10000	 CN03	 11	 E	 REPAIR HOUR	
100	 000000010001000039	 041C10000	 CN03	 11	 S	 HORAS EN MAQUINA	
100	 000000010001000040	 041C10000	 CN03	 11	 D	 ARBEITSSTUNDEN	
100	 000000010001000040	 041C10000	 CN03	 11	 E	 TRAINING PNEUMATIC TRAVEL	
100	 000000010001000040	 041C10000	 CN03	 11	 S	 HORAS EN MAQUINA	
100	 000000010001000041	 044Z	 CN03	 11	 D	 ARBEITSSTUNDEN	
100	 000000010001000041	 044Z	 PL01	 11	 D	 ARBEITSSTUNDEN	
100	 000000010001000041	 044Z	 CN03	 11	 E	 TRAINING ELECTRIC LOCAL1	
100	 000000010001000041	 044Z	 PL01	 11	 E	 TRAINING ELECTRIC LOCAL1	
100	 000000010001000041	 044Z	 CN03	 11	 S	 HORAS EN MAQUINA	
100	 000000010001000041	 044Z	 PL01	 11	 S	 HORAS EN MAQUINA	
100	 000000010001000042	 041C10000	 CN03	 11	 D	 ARBEITSSTUNDEN	
100	 000000010001000042	 041C10000	 CN03	 11	 E	 TRAINING ELECTRICIC TRAVEL	
100	 000000010001000042	 041C10000	 CN03	 11	 S	 HORAS EN MAQUINA	
100	 000000010001000043	 041C10000	 CN03	 11	 D	 ARBEITSSTUNDEN	
100	 000000010001000043	 041C10000	 CN03	 11	 E	 ON SITE SERVICE LOCAL	
100	 000000010001000043	 041C10000	 CN03	 11	 S	 HORAS EN MAQUINA	
100	 000000010001000044	 041C10000	 CN03	 11	 D	 ARBEITSSTUNDEN	
100	 000000010001000044	 041C10000	 CN03	 11	 E	 ON SITE SERVICE TRAVEL	
100	 000000010001000044	 041C10000	 CN03	 11	 S	 HORAS EN MAQUINA	
100	 000000010001000045	 041C10000	 CN03	 11	 D	 ARBEITSSTUNDEN	
100	 000000010001000045	 041C10000	 CN03	 11	 E	 STANDBY TIME	
100	 000000010001000045	 041C10000	 CN03	 11	 S	 HORAS EN MAQUINA	
100	 000000010001000046	 041C10000	 CN01	 11	 D	 ARBEITSSTUNDEN	
100	 000000010001000046	 041C10000	 CN01	 11	 E	 QS_ENGINEERING	
100	 000000010001000046	 041C10000	 CN01	 11	 S	 HORAS EN MAQUINA	
100	 000000010001000047	 7450	 CHAA	 11	 D	 REISESTUNDEN	
100	 000000010001000047	 7450	 CHAA	 11	 E	 LABOUR TRAVEL	
100	 000000010001000047	 7450	 CHAA	 11	 F	 HEURE DE D#PLACEMENT	
100	 000000010001000047	 7450	 CHAA	 11	 N	 REISTIJD	
100	 000000010001000047	 7450	 CHAA	 11	 S	 HORAS DE VIAJE	
100	 000000010001000048	 041C40000	 CN01	 11	 1	 SUBCONTRACTING (ONE TIME COST)	
100	 000000010001000048	 041C40000	 CN01	 11	 E	 SUBCONTRACTING (ONE TIME COST)	
100	 000000010001000048	 041C40000	 CN01	 11	 F	 FRAIS DE SEJOUR	
100	 000000010001000048	 041C40000	 CN01	 11	 N	 OVERNACHTING	
100	 000000010001000048	 041C40000	 CN01	 11	 O	 DIETT	
100	 000000010001000048	 041C40000	 CN01	 11	 S	 COSTOS Y EL ALOJARSE	
100	 000000010001000050	 041C40000	 CN01	 11	 E	 SUBCONTRACTING (ONE TIME COST)	
100	 000000010001000050	 041C40000	 CN01	 11	 F	 FRAIS DE SEJOUR	
100	 000000010001000050	 041C40000	 CN01	 11	 N	 OVERNACHTING	
100	 000000010001000050	 041C40000	 CN01	 11	 O	 DIETT	
100	 000000010001000050	 041C40000	 CN01	 11	 S	 COSTOS Y EL ALOJARSE	
100	 000000010001000085	 7450	 ESAA	 11	 D	 ARBEITSSTUNDEN	
100	 000000010001000085	 7450	 ESAA	 11	 E	 LABOUR SITE	
100	 000000010001000085	 7450	 ESAA	 11	 S	 HORAS EN MAQUINA	
100	 000000010001000113	 041C40000	 PL04	 11	 D	 KILOMETER	
100	 000000010001000113	 041C40000	 PL04	 11	 E	 SUBCONTRACTOR	
100	 000000010001000113	 041C40000	 PL04	 11	 S	 KILOMETROS	
100	 000000010001000114	 041C10000	 PL04	 11	 D	 ARBEITSSTUNDEN	
100	 000000010001000114	 041C10000	 PL04	 11	 E	 STANDBY TIME	
100	 000000010001000114	 041C10000	 PL04	 11	 S	 HORAS EN MAQUINA	
100	 000000010001000115	 041C10000	 PL04	 11	 D	 ARBEITSSTUNDEN	
100	 000000010001000115	 041C10000	 PL04	 11	 E	 LABOR WORKSHOP (HR)	
100	 000000010001000115	 041C10000	 PL04	 11	 S	 HORAS EN MAQUINA	
100	 000000010001000116	 041C20000	 PL04	 11	 D	 KILOMETER	
100	 000000010001000116	 041C20000	 PL04	 11	 E	 MILEAGE	
100	 000000010001000116	 041C20000	 PL04	 11	 S	 KILOMETROS	
100	 000000010001000117	 7450	 IYAA	 11	 D	 ARBEITSSTUNDEN	
100	 000000010001000117	 7450	 IYAA	 11	 E	 LABOUR GA/GX <=30KW	
100	 000000010001000117	 7450	 IYAA	 11	 S	 HORAS EN MAQUINA	
100	 000000010001000118	 7450	 IYAA	 11	 D	 ARBEITSSTUNDEN	
100	 000000010001000118	 7450	 IYAA	 11	 E	 GA/GX 30-90KW & Z<50KW	
100	 000000010001000118	 7450	 IYAA	 11	 S	 HORAS EN MAQUINA	
100	 000000010001000119	 7450	 IYAA	 11	 D	 ARBEITSSTUNDEN	
100	 000000010001000119	 7450	 IYAA	 11	 E	 VIAGGIO GA/GX<30 KW	
100	 000000010001000119	 7450	 IYAA	 11	 S	 HORAS EN MAQUINA	
100	 000000010001000120	 7450	 IYAA	 11	 D	 ARBEITSSTUNDEN	
100	 000000010001000120	 7450	 IYAA	 11	 E	 VIAGGIO GA/GX 30-90 KW	
100	 000000010001000120	 7450	 IYAA	 11	 S	 HORAS EN MAQUINA	
100	 000000010001999999	 7450	 ADEA	 11	 D	 ADDITIONAL ITEM	 TEST
100	 000000010001999999	 7450	 AFRA	 11	 D	 ADDITIONAL ITEM	 TEST
100	 000000010001999999	 7450	 CHAA	 11	 D	 ADDITIONAL ITEM	 TEST
100	 000000010001999999	 7450	 CPRA	 11	 D	 ADDITIONAL ITEM	 TEST
100	 000000010001999999	 7450	 ESAA	 11	 D	 ADDITIONAL ITEM	 TEST
100	 000000010001999999	 7450	 GBAA	 11	 D	 ADDITIONAL ITEM	 TEST
100	 000000010001999999	 7450	 IYAA	 11	 D	 ADDITIONAL ITEM	 TEST
100	 000000010001999999	 7450	 NLAA	 11	 D	 ADDITIONAL ITEM	 TEST
100	 000000010001999999	 7450	 NNAA	 11	 D	 ADDITIONAL ITEM	 TEST
100	 000000010001999999	 7450	 ADEA	 11	 E	 ADDITIONAL ITEM	 TEST
100	 000000010001999999	 7450	 AFRA	 11	 E	 ADDITIONAL ITEM	 TEST
100	 000000010001999999	 7450	 CHAA	 11	 E	 ADDITIONAL ITEM	 TEST
100	 000000010001999999	 7450	 CPRA	 11	 E	 ADDITIONAL ITEM	 TEST
100	 000000010001999999	 7450	 ESAA	 11	 E	 ADDITIONAL ITEM	 TEST
100	 000000010001999999	 7450	 GBAA	 11	 E	 ADDITIONAL ITEM	 TEST
100	 000000010001999999	 7450	 IYAA	 11	 E	 ADDITIONAL ITEM	 TEST
100	 000000010001999999	 7450	 NLAA	 11	 E	 ADDITIONAL ITEM	 TEST
100	 000000010001999999	 7450	 NNAA	 11	 E	 ADDITIONAL ITEM	 TEST
100	 000000010001999999	 7450	 ADEA	 11	 S	 VARIOS	 TEST
100	 000000010001999999	 7450	 AFRA	 11	 S	 VARIOS	 TEST
100	 000000010001999999	 7450	 CHAA	 11	 S	 VARIOS	 TEST
100	 000000010001999999	 7450	 CPRA	 11	 S	 VARIOS	 TEST
100	 000000010001999999	 7450	 ESAA	 11	 S	 VARIOS	 TEST
100	 000000010001999999	 7450	 GBAA	 11	 S	 VARIOS	 TEST
100	 000000010001999999	 7450	 IYAA	 11	 S	 VARIOS	 TEST
100	 000000010001999999	 7450	 NLAA	 11	 S	 VARIOS	 TEST
100	 000000010001999999	 7450	 NNAA	 11	 S	 VARIOS	 TEST
100	 SM-EXPENSE	 7450	 GBAA	 11	 E	 CONSUMABLES & OTHERS	
100	 SM-EXTSERV	 7450	 GBAA	 11	 E	 EXTERNAL SERVICE (CONTRACTORS)	
100	 SM-MILEAGE	 	 GBAA	 11	 E	 MILEAGE (GB)	
100	 SM-OVERTIME	 	 GBAA	 11	 E	 OVER TIME 1*5	
100	 SM-OVERTIME-2	 	 GBAA	 11	 E	 OVER TIME 2*0	
100	 SM-OVTIME	 7450	 GBAA	 11	 E	 OVER TIME 1*5	
100	 SM-OVTIME2	 7450	 GBAA	 11	 E	 OVER TIME 2*0	
100	 SM-REPHOUR	 7450	 GBAA	 11	 E	 REPAIR HOUR	
100	 SM-TRAVELTIME	 7450	 GBAA	 11	 E	 TRAVEL TIME	
