AM: Column headings for HR-reporting


MANDT	 WERKS	 ZREPTP	 ZCOLNR	 ZCOLHD
100	 CN20	 GM周末加班210％	 003	 Labour Normal Worksh
100	 CN20	 GM周末加班210％	 004	 Travel Time
100	 CN20	 GM周末加班210％	 005	 Travel Allowance
100	 CN20	 GM周末加班210％	 006	 Overnight Stay
100	 CN20	 GM周末加班210％	 007	 Technical specialist
100	 CN20	 GM周末加班210％	 008	 LabouWorkshopCustSit
100	 CN20	 GM周末加班210％	 009	 Labour P & M spec
100	 CN20	 GM周末加班210％	 010	 Mileage (km)
100	 CN20	 GM周末加班210％	 011	 Add.Expence (loc cur
100	 CN20	 GM周末加班210％	 012	 Travel Allow.  (LCU)
100	 CN20	 GM周末加班210％	 013	 Training Pneumatic L
100	 CN20	 GM周末加班210％	 014	 Training Pneumatic T
100	 CN20	 GM周末加班210％	 015	 Training Electric L
100	 CN20	 GM周末加班210％	 016	 Training Electric T
100	 CN20	 GM周末加班210％	 017	 On Site Service Loc
100	 CN20	 GM周末加班210％	 018	 On Site Service Trav
100	 CN20	 GM周末加班210％	 019	 Standby Time
100	 CN20	 GM周末加班210％	 020	 Branch Maintenance
100	 CN20	 GM周末加班210％	 100	 Training
100	 CN20	 GM周末加班210％	 101	 Customer Visit
100	 CN20	 GM周末加班210％	 102	 Branch Meetings
100	 CN20	 GM周末加班210％	 103	 Holiday
100	 CN20	 GM周末加班210％	 104	 Sick
100	 CN20	 GM周末加班210％	 105	 Administration
100	 CN20	 GM周末加班210％	 106	 Travel hours
100	 CN20	 GM周末加班210％	 107	 GM周末加班210％
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 001	 Labour Site
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 002	 Labour Travel
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 003	 Labour Normal Worksh
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 004	 Travel Time
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 005	 Travel Allowance
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 006	 Overnight Stay
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 007	 Technical specialist
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 008	 LabouWorkshopCustSit
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 009	 Labour P & M spec
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 010	 Mileage (km)
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 011	 Add.Expence (loc cur
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 012	 Travel Allow.  (LCU)
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 013	 Training Pneumatic L
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 014	 Training Pneumatic T
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 015	 Training Electric L
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 016	 Training Electric T
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 017	 On Site Service Loc
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 018	 On Site Service Trav
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 019	 Standby Time
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 020	 Branch Maintenance
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 100	 Training
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 101	 Customer Visit
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 102	 Branch Meetings
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 103	 Holiday
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 104	 Sick
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 105	 Administration
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 106	 Travel hours
100	 CN20	 GM周末加班210％ - CONSOLIDATED	 107	 GM周末加班210％ - consoli
100	 CN20	 GM国定假日加班315％	 001	 Labour Site
100	 CN20	 GM国定假日加班315％	 002	 Labour Travel
100	 CN20	 GM国定假日加班315％	 003	 Labour Normal Worksh
100	 CN20	 GM国定假日加班315％	 004	 Travel Time
100	 CN20	 GM国定假日加班315％	 005	 Travel Allowance
100	 CN20	 GM国定假日加班315％	 006	 Overnight Stay
100	 CN20	 GM国定假日加班315％	 007	 Technical specialist
100	 CN20	 GM国定假日加班315％	 008	 LabouWorkshopCustSit
100	 CN20	 GM国定假日加班315％	 009	 Labour P & M spec
100	 CN20	 GM国定假日加班315％	 010	 Mileage (km)
100	 CN20	 GM国定假日加班315％	 011	 Add.Expence (loc cur
100	 CN20	 GM国定假日加班315％	 012	 Travel Allow.  (LCU)
100	 CN20	 GM国定假日加班315％	 013	 Training Pneumatic L
100	 CN20	 GM国定假日加班315％	 014	 Training Pneumatic T
100	 CN20	 GM国定假日加班315％	 015	 Training Electric L
100	 CN20	 GM国定假日加班315％	 016	 Training Electric T
100	 CN20	 GM国定假日加班315％	 017	 On Site Service Loc
100	 CN20	 GM国定假日加班315％	 018	 On Site Service Trav
100	 CN20	 GM国定假日加班315％	 019	 Standby Time
100	 CN20	 GM国定假日加班315％	 020	 Branch Maintenance
100	 CN20	 GM国定假日加班315％	 100	 Training
100	 CN20	 GM国定假日加班315％	 101	 Customer Visit
100	 CN20	 GM国定假日加班315％	 102	 Branch Meetings
100	 CN20	 GM国定假日加班315％	 103	 Holiday
100	 CN20	 GM国定假日加班315％	 104	 Sick
100	 CN20	 GM国定假日加班315％	 105	 Administration
100	 CN20	 GM国定假日加班315％	 106	 Travel hours
100	 CN20	 GM国定假日加班315％	 107	 GM国定假日加班315％
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 001	 Labour Site
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 002	 Labour Travel
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 003	 Labour Normal Worksh
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 004	 Travel Time
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 005	 Travel Allowance
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 006	 Overnight Stay
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 007	 Technical specialist
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 008	 LabouWorkshopCustSit
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 009	 Labour P & M spec
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 010	 Mileage (km)
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 011	 Add.Expence (loc cur
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 012	 Travel Allow.  (LCU)
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 013	 Training Pneumatic L
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 014	 Training Pneumatic T
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 015	 Training Electric L
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 016	 Training Electric T
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 017	 On Site Service Loc
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 018	 On Site Service Trav
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 019	 Standby Time
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 020	 Branch Maintenance
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 100	 Training
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 101	 Customer Visit
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 102	 Branch Meetings
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 103	 Holiday
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 104	 Sick
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 105	 Administration
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 106	 Travel hours
100	 CN20	 GM国定假日加班315％ - CONSOLIDATED	 107	 GM国定假日加班315％ - conso
100	 CN20	 GM翻班110％	 001	 Labour Site
100	 CN20	 GM翻班110％	 002	 Labour Travel
100	 CN20	 GM翻班110％	 003	 Labour Normal Worksh
100	 CN20	 GM翻班110％	 004	 Travel Time
100	 CN20	 GM翻班110％	 005	 Travel Allowance
100	 CN20	 GM翻班110％	 006	 Overnight Stay
100	 CN20	 GM翻班110％	 007	 Technical specialist
100	 CN20	 GM翻班110％	 008	 LabouWorkshopCustSit
100	 CN20	 GM翻班110％	 009	 Labour P & M spec
100	 CN20	 GM翻班110％	 010	 Mileage (km)
100	 CN20	 GM翻班110％	 011	 Add.Expence (loc cur
100	 CN20	 GM翻班110％	 012	 Travel Allow.  (LCU)
100	 CN20	 GM翻班110％	 013	 Training Pneumatic L
100	 CN20	 GM翻班110％	 014	 Training Pneumatic T
100	 CN20	 GM翻班110％	 015	 Training Electric L
100	 CN20	 GM翻班110％	 016	 Training Electric T
100	 CN20	 GM翻班110％	 017	 On Site Service Loc
100	 CN20	 GM翻班110％	 018	 On Site Service Trav
100	 CN20	 GM翻班110％	 019	 Standby Time
100	 CN20	 GM翻班110％	 020	 Branch Maintenance
100	 CN20	 GM翻班110％	 100	 Training
100	 CN20	 GM翻班110％	 101	 Customer Visit
100	 CN20	 GM翻班110％	 102	 Branch Meetings
100	 CN20	 GM翻班110％	 103	 Holiday
100	 CN20	 GM翻班110％	 104	 Sick
100	 CN20	 GM翻班110％	 105	 Administration
100	 CN20	 GM翻班110％	 106	 Travel hours
100	 CN20	 GM翻班110％	 107	 GM翻班110％
100	 CN20	 GM翻班110％ - CONSOLIDATED	 001	 Labour Site
100	 CN20	 GM翻班110％ - CONSOLIDATED	 002	 Labour Travel
100	 CN20	 GM翻班110％ - CONSOLIDATED	 003	 Labour Normal Worksh
100	 CN20	 GM翻班110％ - CONSOLIDATED	 004	 Travel Time
100	 CN20	 GM翻班110％ - CONSOLIDATED	 005	 Travel Allowance
100	 CN20	 GM翻班110％ - CONSOLIDATED	 006	 Overnight Stay
100	 CN20	 GM翻班110％ - CONSOLIDATED	 007	 Technical specialist
100	 CN20	 GM翻班110％ - CONSOLIDATED	 008	 LabouWorkshopCustSit
100	 CN20	 GM翻班110％ - CONSOLIDATED	 009	 Labour P & M spec
100	 CN20	 GM翻班110％ - CONSOLIDATED	 010	 Mileage (km)
100	 CN20	 GM翻班110％ - CONSOLIDATED	 011	 Add.Expence (loc cur
100	 CN20	 GM翻班110％ - CONSOLIDATED	 012	 Travel Allow.  (LCU)
100	 CN20	 GM翻班110％ - CONSOLIDATED	 013	 Training Pneumatic L
100	 CN20	 GM翻班110％ - CONSOLIDATED	 014	 Training Pneumatic T
100	 CN20	 GM翻班110％ - CONSOLIDATED	 015	 Training Electric L
100	 CN20	 GM翻班110％ - CONSOLIDATED	 016	 Training Electric T
100	 CN20	 GM翻班110％ - CONSOLIDATED	 017	 On Site Service Loc
100	 CN20	 GM翻班110％ - CONSOLIDATED	 018	 On Site Service Trav
100	 CN20	 GM翻班110％ - CONSOLIDATED	 019	 Standby Time
100	 CN20	 GM翻班110％ - CONSOLIDATED	 020	 Branch Maintenance
100	 CN20	 GM翻班110％ - CONSOLIDATED	 100	 Training
100	 CN20	 GM翻班110％ - CONSOLIDATED	 101	 Customer Visit
100	 CN20	 GM翻班110％ - CONSOLIDATED	 102	 Branch Meetings
100	 CN20	 GM翻班110％ - CONSOLIDATED	 103	 Holiday
100	 CN20	 GM翻班110％ - CONSOLIDATED	 104	 Sick
100	 CN20	 GM翻班110％ - CONSOLIDATED	 105	 Administration
100	 CN20	 GM翻班110％ - CONSOLIDATED	 106	 Travel hours
100	 CN20	 GM翻班110％ - CONSOLIDATED	 107	 GM翻班110％ - consolida
100	 CN20	 NO REASON CODE	 001	 Labour Site
100	 CN20	 NO REASON CODE	 002	 Labour Travel
100	 CN20	 NO REASON CODE	 003	 Labour Normal Worksh
100	 CN20	 NO REASON CODE	 004	 Travel Time
100	 CN20	 NO REASON CODE	 005	 Travel Allowance
100	 CN20	 NO REASON CODE	 006	 Overnight Stay
100	 CN20	 NO REASON CODE	 007	 Technical specialist
100	 CN20	 NO REASON CODE	 008	 LabouWorkshopCustSit
100	 CN20	 NO REASON CODE	 009	 Labour P & M spec
100	 CN20	 NO REASON CODE	 010	 Mileage (km)
100	 CN20	 NO REASON CODE	 011	 Add.Expence (loc cur
100	 CN20	 NO REASON CODE	 012	 Travel Allow.  (LCU)
100	 CN20	 NO REASON CODE	 013	 Training Pneumatic L
100	 CN20	 NO REASON CODE	 014	 Training Pneumatic T
100	 CN20	 NO REASON CODE	 015	 Training Electric L
100	 CN20	 NO REASON CODE	 016	 Training Electric T
100	 CN20	 NO REASON CODE	 017	 On Site Service Loc
100	 CN20	 NO REASON CODE	 018	 On Site Service Trav
100	 CN20	 NO REASON CODE	 019	 Standby Time
100	 CN20	 NO REASON CODE	 020	 Branch Maintenance
100	 CN20	 NO REASON CODE	 100	 Training
100	 CN20	 NO REASON CODE	 101	 Customer Visit
100	 CN20	 NO REASON CODE	 102	 Branch Meetings
100	 CN20	 NO REASON CODE	 103	 Holiday
100	 CN20	 NO REASON CODE	 104	 Sick
100	 CN20	 NO REASON CODE	 105	 Administration
100	 CN20	 NO REASON CODE	 106	 Travel hours
100	 CN20	 NO REASON CODE	 107	 no reason code
100	 CN20	 NO REASON CODE - CONSOLIDATED	 001	 Labour Site
100	 CN20	 NO REASON CODE - CONSOLIDATED	 002	 Labour Travel
100	 CN20	 NO REASON CODE - CONSOLIDATED	 003	 Labour Normal Worksh
100	 CN20	 NO REASON CODE - CONSOLIDATED	 004	 Travel Time
100	 CN20	 NO REASON CODE - CONSOLIDATED	 005	 Travel Allowance
100	 CN20	 NO REASON CODE - CONSOLIDATED	 006	 Overnight Stay
100	 CN20	 NO REASON CODE - CONSOLIDATED	 007	 Technical specialist
100	 CN20	 NO REASON CODE - CONSOLIDATED	 008	 LabouWorkshopCustSit
100	 CN20	 NO REASON CODE - CONSOLIDATED	 009	 Labour P & M spec
100	 CN20	 NO REASON CODE - CONSOLIDATED	 010	 Mileage (km)
100	 CN20	 NO REASON CODE - CONSOLIDATED	 011	 Add.Expence (loc cur
100	 CN20	 NO REASON CODE - CONSOLIDATED	 012	 Travel Allow.  (LCU)
100	 CN20	 NO REASON CODE - CONSOLIDATED	 013	 Training Pneumatic L
100	 CN20	 NO REASON CODE - CONSOLIDATED	 014	 Training Pneumatic T
100	 CN20	 NO REASON CODE - CONSOLIDATED	 015	 Training Electric L
100	 CN20	 NO REASON CODE - CONSOLIDATED	 016	 Training Electric T
100	 CN20	 NO REASON CODE - CONSOLIDATED	 017	 On Site Service Loc
100	 CN20	 NO REASON CODE - CONSOLIDATED	 018	 On Site Service Trav
100	 CN20	 NO REASON CODE - CONSOLIDATED	 019	 Standby Time
100	 CN20	 NO REASON CODE - CONSOLIDATED	 020	 Branch Maintenance
100	 CN20	 NO REASON CODE - CONSOLIDATED	 100	 Training
100	 CN20	 NO REASON CODE - CONSOLIDATED	 101	 Customer Visit
100	 CN20	 NO REASON CODE - CONSOLIDATED	 102	 Branch Meetings
100	 CN20	 NO REASON CODE - CONSOLIDATED	 103	 Holiday
100	 CN20	 NO REASON CODE - CONSOLIDATED	 104	 Sick
100	 CN20	 NO REASON CODE - CONSOLIDATED	 105	 Administration
100	 CN20	 NO REASON CODE - CONSOLIDATED	 106	 Travel hours
100	 CN20	 NO REASON CODE - CONSOLIDATED	 107	 no reason code - con
100	 CN20	 NON PRODUCTIVE	 001	 BrnchMaint
100	 CN20	 NON PRODUCTIVE	 002	 BrnchMaint正常工作日加班150
100	 CN20	 NON PRODUCTIVE	 003	 BrnchMaint周末加班200％
100	 CN20	 NON PRODUCTIVE	 004	 BrnchMaint国定假日加班300％
100	 CN20	 NON PRODUCTIVE	 005	 Training
100	 CN20	 NON PRODUCTIVE	 006	 Training正常工作日加班150
100	 CN20	 NON PRODUCTIVE	 007	 Training周末加班200％
100	 CN20	 NON PRODUCTIVE	 008	 Training国定假日加班300％
100	 CN20	 NON PRODUCTIVE	 009	 CustVisit
100	 CN20	 NON PRODUCTIVE	 010	 CustVisit正常工作日加班150
100	 CN20	 NON PRODUCTIVE	 011	 CustVisit周末加班200％
100	 CN20	 NON PRODUCTIVE	 012	 CustVisit国定假日加班300％
100	 CN20	 NON PRODUCTIVE	 013	 BrnchMeeti
100	 CN20	 NON PRODUCTIVE	 014	 BrnchMeeti正常工作日加班150
100	 CN20	 NON PRODUCTIVE	 015	 BrnchMeeti周末加班200％
100	 CN20	 NON PRODUCTIVE	 016	 BrnchMeeti国定假日加班300％
100	 CN20	 NON PRODUCTIVE	 017	 Holiday
100	 CN20	 NON PRODUCTIVE	 018	 Sick
100	 CN20	 NON PRODUCTIVE	 019	 Administr
100	 CN20	 NON PRODUCTIVE	 020	 Administr正常工作日加班150
100	 CN20	 NON PRODUCTIVE	 100	 Administr周末加班200％
100	 CN20	 NON PRODUCTIVE	 101	 Administr国定假日加班300％
100	 CN20	 NON PRODUCTIVE	 102	 TravelHrs
100	 CN20	 NON PRODUCTIVE	 103	 TravelHrs正常工作日加班150
100	 CN20	 NON PRODUCTIVE	 104	 TravelHrs周末加班200％
100	 CN20	 NON PRODUCTIVE	 105	 TravelHrs国定假日加班300％
100	 CN20	 NON PRODUCTIVE GM	 001	 BrnchMaint
100	 CN20	 NON PRODUCTIVE GM	 002	 BrnchMaintGM翻班110％
100	 CN20	 NON PRODUCTIVE GM	 003	 BrnchMaintGM周末加班210％
100	 CN20	 NON PRODUCTIVE GM	 004	 BrnchMainGM国定假日加班315
100	 CN20	 NON PRODUCTIVE GM	 005	 Training
100	 CN20	 NON PRODUCTIVE GM	 006	 TrainingGM翻班110％
100	 CN20	 NON PRODUCTIVE GM	 007	 TrainingGM周末加班210％
100	 CN20	 NON PRODUCTIVE GM	 008	 TrainingGM国定假日加班315％
100	 CN20	 NON PRODUCTIVE GM	 009	 CustVisit
100	 CN20	 NON PRODUCTIVE GM	 010	 CustVisitGM翻班110％
100	 CN20	 NON PRODUCTIVE GM	 011	 CustVisitGM周末加班210％
100	 CN20	 NON PRODUCTIVE GM	 012	 CustVisitGM国定假日加班315
100	 CN20	 NON PRODUCTIVE GM	 013	 BrnchMeeti
100	 CN20	 NON PRODUCTIVE GM	 014	 BrnchMeetiGM翻班110％
100	 CN20	 NON PRODUCTIVE GM	 015	 BrnchMeetiGM周末加班210％
100	 CN20	 NON PRODUCTIVE GM	 016	 BrnchMeetGM国定假日加班315
100	 CN20	 NON PRODUCTIVE GM	 017	 Holiday
100	 CN20	 NON PRODUCTIVE GM	 018	 Sick
100	 CN20	 NON PRODUCTIVE GM	 019	 Administr
100	 CN20	 NON PRODUCTIVE GM	 020	 AdministrGM翻班110％
100	 CN20	 NON PRODUCTIVE GM	 100	 AdministrGM周末加班210％
100	 CN20	 NON PRODUCTIVE GM	 101	 AdministrGM国定假日加班315
100	 CN20	 NON PRODUCTIVE GM	 102	 TravelHrs
100	 CN20	 NON PRODUCTIVE GM	 103	 TravelHrsGM翻班110％
100	 CN20	 NON PRODUCTIVE GM	 104	 TravelHrsGM周末加班210％
100	 CN20	 NON PRODUCTIVE GM	 105	 TravelHrsGM国定假日加班315
100	 CN20	 PRODUCTIVE HOURS	 001	 ZAM090/0001
100	 CN20	 PRODUCTIVE HOURS	 002	 ZAM090/0002
100	 CN20	 PRODUCTIVE HOURS	 003	 ZAM090/0003
100	 CN20	 PRODUCTIVE HOURS	 009	 ZAM007
100	 CN20	 PRODUCTIVE HOURS	 010	 ZAM034
100	 CN20	 PRODUCTIVE HOURS	 011	 ZAM035
100	 CN20	 PRODUCTIVE HOURS	 012	 ZAM054
100	 CN20	 PRODUCTIVE HOURS	 013	 ZAM055
100	 CN20	 PRODUCTIVE HOURS	 014	 ZAM056
100	 CN20	 PRODUCTIVE HOURS	 015	 ZAM060
100	 CN20	 PRODUCTIVE HOURS	 016	 ZAM025
100	 CN20	 PRODUCTIVE HOURS	 017	 ZAM057
100	 CN20	 PRODUCTIVE HOURS	 018	 ZAM087
100	 CN20	 PRODUCTIVE HOURS	 019	 ZAM087/0001
100	 CN20	 PRODUCTIVE HOURS	 020	 ZAM087/0002
100	 CN20	 PRODUCTIVE HOURS	 021	 ZAM087/0003
100	 CN20	 PRODUCTIVE HOURS	 022	 ZAM088
100	 CN20	 PRODUCTIVE HOURS	 023	 ZAM088/0001
100	 CN20	 PRODUCTIVE HOURS	 024	 ZAM088/0002
100	 CN20	 PRODUCTIVE HOURS	 025	 ZAM088/0003
100	 CN20	 PRODUCTIVE HOURS	 026	 ZAM089
100	 CN20	 PRODUCTIVE HOURS	 027	 ZAM089/0001
100	 CN20	 PRODUCTIVE HOURS	 028	 ZAM089/0002
100	 CN20	 PRODUCTIVE HOURS	 029	 ZAM089/0003
100	 CN20	 PRODUCTIVE HOURS	 030	 ZAM090
100	 CN20	 PRODUCTIVE HOURS	 100	 ZAM007/0003
100	 CN20	 PRODUCTIVE HOURS	 101	 ZAM034/0003
100	 CN20	 PRODUCTIVE HOURS	 102	 ZAM035/0003
100	 CN20	 PRODUCTIVE HOURS	 103	 ZAM054/0003
100	 CN20	 PRODUCTIVE HOURS	 104	 ZAM055/0003
100	 CN20	 PRODUCTIVE HOURS	 105	 ZAM056/0003
100	 CN20	 PRODUCTIVE HOURS	 106	 ZAM060/0003
100	 CN20	 PRODUCTIVE HOURS	 107	 ZAM025/0003
100	 CN20	 PRODUCTIVE HOURS	 108	 ZAM057/0003
100	 CN20	 PRODUCTIVE HOURS	 109	 ZAM007/0002
100	 CN20	 PRODUCTIVE HOURS	 110	 ZAM034/0002
100	 CN20	 PRODUCTIVE HOURS	 111	 ZAM035/0002
100	 CN20	 PRODUCTIVE HOURS	 112	 ZAM054/0002
100	 CN20	 PRODUCTIVE HOURS	 113	 ZAM055/0002
100	 CN20	 PRODUCTIVE HOURS	 114	 ZAM056/0002
100	 CN20	 PRODUCTIVE HOURS	 115	 ZAM060/0002
100	 CN20	 PRODUCTIVE HOURS	 116	 ZAM025/0002
100	 CN20	 PRODUCTIVE HOURS	 117	 ZAM057/0002
100	 CN20	 PRODUCTIVE HOURS	 118	 ZAM007/0001
100	 CN20	 PRODUCTIVE HOURS	 119	 ZAM034/0001
100	 CN20	 PRODUCTIVE HOURS	 120	 ZAM035/0001
100	 CN20	 PRODUCTIVE HOURS	 121	 ZAM054/0001
100	 CN20	 PRODUCTIVE HOURS	 122	 ZAM055/0001
100	 CN20	 PRODUCTIVE HOURS	 123	 ZAM056/0001
100	 CN20	 PRODUCTIVE HOURS	 124	 ZAM060/0001
100	 CN20	 PRODUCTIVE HOURS	 125	 ZAM025/0001
100	 CN20	 PRODUCTIVE HOURS	 126	 ZAM057/0001
100	 CN20	 PRODUCTIVE HOURS	 127	 ZAM067
100	 CN20	 PRODUCTIVE HOURS	 128	 ZAM068
100	 CN20	 PRODUCTIVE HOURS	 129	 ZAM069
100	 CN20	 PRODUCTIVE HOURS	 130	 ZAM070
100	 CN20	 PRODUCTIVE HOURS	 131	 ZAM071
100	 CN20	 PRODUCTIVE HOURS	 132	 ZAM072
100	 CN20	 PRODUCTIVE HOURS	 133	 ZAM073
100	 CN20	 PRODUCTIVE HOURS	 134	 ZAM074
100	 CN20	 PRODUCTIVE HOURS	 135	 ZAM075
100	 CN20	 PRODUCTIVE HOURS	 136	 ZAM067/0001
100	 CN20	 PRODUCTIVE HOURS	 137	 ZAM068/0001
100	 CN20	 PRODUCTIVE HOURS	 138	 ZAM069/0001
100	 CN20	 PRODUCTIVE HOURS	 139	 ZAM070/0001
100	 CN20	 PRODUCTIVE HOURS	 140	 ZAM071/0001
100	 CN20	 PRODUCTIVE HOURS	 141	 ZAM072/0001
100	 CN20	 PRODUCTIVE HOURS	 142	 ZAM073/0001
100	 CN20	 PRODUCTIVE HOURS	 143	 ZAM074/0001
100	 CN20	 PRODUCTIVE HOURS	 144	 ZAM075/0001
100	 CN20	 PRODUCTIVE HOURS	 145	 ZAM067/0002
100	 CN20	 PRODUCTIVE HOURS	 146	 ZAM068/0002
100	 CN20	 PRODUCTIVE HOURS	 147	 ZAM069/0002
100	 CN20	 PRODUCTIVE HOURS	 148	 ZAM070/0002
100	 CN20	 PRODUCTIVE HOURS	 149	 ZAM071/0002
100	 CN20	 PRODUCTIVE HOURS	 150	 ZAM072/0002
100	 CN20	 PRODUCTIVE HOURS	 151	 ZAM073/0002
100	 CN20	 PRODUCTIVE HOURS	 152	 ZAM074/0002
100	 CN20	 PRODUCTIVE HOURS	 153	 ZAM075/0002
100	 CN20	 PRODUCTIVE HOURS	 154	 ZAM067/0003
100	 CN20	 PRODUCTIVE HOURS	 155	 ZAM068/0003
100	 CN20	 PRODUCTIVE HOURS	 156	 ZAM069/0003
100	 CN20	 PRODUCTIVE HOURS	 157	 ZAM070/0003
100	 CN20	 PRODUCTIVE HOURS	 158	 ZAM071/0003
100	 CN20	 PRODUCTIVE HOURS	 159	 ZAM072/0003
100	 CN20	 PRODUCTIVE HOURS	 160	 ZAM073/0003
100	 CN20	 PRODUCTIVE HOURS	 161	 ZAM074/0003
100	 CN20	 PRODUCTIVE HOURS	 162	 ZAM075/0003
100	 CN20	 PRODUCTIVE HOURS	 163	 ZAM091
100	 CN20	 PRODUCTIVE HOURS	 164	 ZAM091/0001
100	 CN20	 PRODUCTIVE HOURS	 165	 ZAM091/0002
100	 CN20	 PRODUCTIVE HOURS	 166	 ZAM091/0003
100	 CN20	 PRODUCTIVE HOURS	 167	 ZAM092
100	 CN20	 PRODUCTIVE HOURS	 168	 ZAM092/0001
100	 CN20	 PRODUCTIVE HOURS	 169	 ZAM092/0002
100	 CN20	 PRODUCTIVE HOURS	 170	 ZAM092/0003
100	 CN20	 PRODUCTIVE HOURS	 171	 ZAM093
100	 CN20	 PRODUCTIVE HOURS	 172	 ZAM093/0001
100	 CN20	 PRODUCTIVE HOURS	 173	 ZAM093/0002
100	 CN20	 PRODUCTIVE HOURS	 174	 ZAM093/0003
100	 CN20	 PRODUCTIVE HOURS	 175	 ZAM094
100	 CN20	 PRODUCTIVE HOURS	 176	 ZAM094/0001
100	 CN20	 PRODUCTIVE HOURS	 177	 ZAM094/0002
100	 CN20	 PRODUCTIVE HOURS	 178	 ZAM094/0003
100	 CN20	 PRODUCTIVE HOURS	 179	 ZAM095
100	 CN20	 PRODUCTIVE HOURS	 180	 ZAM095/0001
100	 CN20	 PRODUCTIVE HOURS	 181	 ZAM095/0002
100	 CN20	 PRODUCTIVE HOURS	 182	 ZAM095/0003
100	 CN20	 PRODUCTIVE HOURS	 183	 ZAM096
100	 CN20	 PRODUCTIVE HOURS	 184	 ZAM096/0001
100	 CN20	 PRODUCTIVE HOURS	 185	 ZAM096/0002
100	 CN20	 PRODUCTIVE HOURS	 186	 ZAM096/0003
100	 CN20	 PRODUCTIVE HOURS 1	 001	 Labour Site
100	 CN20	 PRODUCTIVE HOURS 1	 002	 LabourSite正常工作日加班150
100	 CN20	 PRODUCTIVE HOURS 1	 003	 LabourSite周末加班200％
100	 CN20	 PRODUCTIVE HOURS 1	 004	 LabourSite国定假日加班300％
100	 CN20	 PRODUCTIVE HOURS 1	 005	 Labour WS Normal
100	 CN20	 PRODUCTIVE HOURS 1	 006	 LabWSNorm 正常工作日加班150
100	 CN20	 PRODUCTIVE HOURS 1	 007	 LabWSNorm周末加班200％
100	 CN20	 PRODUCTIVE HOURS 1	 008	 LabWSNorm国定假日加班300％
100	 CN20	 PRODUCTIVE HOURS 1	 009	 Labour WS Cust
100	 CN20	 PRODUCTIVE HOURS 1	 010	 LabWSCust正常工作日加班150％
100	 CN20	 PRODUCTIVE HOURS 1	 011	 LabWSCust周末加班200％
100	 CN20	 PRODUCTIVE HOURS 1	 012	 LabWSCust国定假日加班300％
