DBI: Format Detail Structure


FORMAT_NO	 COLUMN_NO	 COLUMN_NME	 MAX_LENGTH	 SOURCE_TYP	 SOURCE_VAL	 DEFAULT_V
14	 0520	 INTERMEDIARY BANK CLEARING CTYPE	 0008	 	 	
14	 0530	 SENDER INFO/SPECIAL INSTR 3	 0035	 	 	
14	 0540	 RECEIVER INFO/SPECIAL INSTR 4	 0035	 	 	
14	 0550	 ORDER INFO/SPECIAL INSTR 5	 0070	 	 	
14	 0560	 DEBTOR REFERENCE/SPECIAL INSTR 6	 0070	 	 	
14	 0570	 ORDER PARTY REFERENCE(CUST REF)	 0035	 TABLE	 REGUH-VBLNR	
14	 0580	 MAILING NAME	 0070	 TABLE	 LFB1-ZSABE	
14	 0590	 FAX NUMBER	 0035	 FUNCTION	 FN_FAX	
14	 0600	 REMARKS/YOUR/SENDER REFERENCE	 0035	 TABLE	 PAYR-CHECT	
14	 0610	 PARTICULARS/MISC/RECEIVER REF	 0035	 TABLE	 REGUH-VALUT+6(2),REGUH-VALUT+4(2),REGUH-VALUT+0(4), "|",	
14	 0620	 ORDER DATE	 0008	 	 	
14	 0630	 TRANSACTION TYPE	 0003	 	 	
14	 0640	 PAYMENT ID	 0025	 TABLE	 REGUH-ZBUKR,BKPF-GJAHR,REGUH-VBLNR	
14	 0650	 NO OF WTX RECORD	 0010	 	 	
14	 0660	 EXTENDED PAYMENT DETAILS	 0000	 FUNCTION	 INSERT_DETAILS	
14	 0670	 RESERVE	 0100	 	 	
15	 0010	 CREDIT/DEBIT ACCOUNT	 0035	 TABLE	 REGUH-UBKNT	
15	 0020	 CREDIT/DEBIT ACCOUNT CURRENCY	 0003	 TABLE	 T012K-WAERS	
15	 0030	 CHARGE ACCOUNT	 0035	 TABLE	 T012D-DTGBK	 REGUH-UBKNT
15	 0040	 CHARGE ACCOUNT CURRENCY	 0003	 TABLE	 T012D-DTGIS	 T012K-WAERS
15	 0050	 PAYMENT MODE	 0003	 	 LIR	
15	 0060	 INSTRUCTION FOR CHARGES	 0003	 TABLE	 T042I-GEBKZ	 15
15	 0070	 URGENT/SINGLE PAYMENT FLAG	 0001	 	 	
15	 0080	 SINGLE DEBIT FLAG	 0001	 	 	
15	 0090	 TRANSACTION CURRENCY	 0003	 TABLE	 REGUH-WAERS	
15	 0100	 TRANSACTION DATE	 0008	 TABLE	 REGUH-VALUT+6(2),REGUH-VALUT+4(2),REGUH-VALUT+0(4)	
15	 0110	 TRANSACTION DATE TYPE	 0002	 	 	
15	 0120	 BULK REFERENCE/ORDERER REFERENCE	 0035	 TABLE	 REGUH-LAUFI,REGUH-LAUFD	 OUT,SY-DATUM,SY-UZEIT
15	 0130	 BUSINESS CATEGORY	 0003	 	 	
15	 0140	 BUSINESS DESCRIPTIONS	 0035	 	 	
15	 0150	 SCHEDULE DATE	 0008	 	 	
15	 0160	 RESTRICTED PAYMENT FLAG	 0001	 FUNCTION	 FN_RPF	
15	 0170	 RESERVE	 0100	 	 	
15	 0180	 TRANSACTION AMOUNT	 0015	 FUNCTION	 FN_TA	
15	 0190	 PAYMENT INSTRUCTIONS	 0008	 	 	
15	 0200	 PAYMENT DETAILS LINE 1	 0030	 	 	
15	 0210	 PAYMENT DETAILS LINE 2	 0030	 	 	
15	 0220	 PAYMENT DETAILS LINE 3	 0035	 	 	
15	 0230	 PAYMENT DETAILS LINE 4	 0035	 	 	
15	 0240	 SPECIAL INSTRUCTIONS LINE1	 0035	 	 	
15	 0250	 SPECIAL INSTRUCTIONS LINE2	 0035	 	 	
15	 0260	 BENEFICIARY CODE	 0012	 FUNCTION	 FN_BEN	
15	 0270	 BENEFICIARY NAME	 0064	 TABLE	 BSEC-NAME1,,BSEC-NAME2	 ADRC-NAME1,,ADRC-NAME2
15	 0280	 BENEFICIARY ACCOUNT	 0014	 TABLE	 REGUH-ZBNKN	
15	 0290	 BANEFICIARY ACCOUNT CCY	 0003	 	 	
15	 0300	 BENEFICIARY ACCOUNT TYPE	 0035	 	 	
15	 0310	 BENEFICIARY ADDRESS LINE1	 0035	 	 	
15	 0320	 BENEFICIARY ADDRESS LINE2	 0035	 	 	
15	 0330	 BENEFICIARY ADDRESS LINE3	 0035	 	 	
15	 0340	 BENEFICIARY COUNTRY OF RESIDENCE	 0002	 	 	
15	 0350	 BENEFICIARY BRANCH CODE	 0010	 	 	
15	 0360	 BENEFICIARY BRANCH NAME	 0035	 TABLE	 BNKA-BRNCH	
15	 0370	 BENEFICIARY BANK NAME	 0035	 TABLE	 BNKA-BANKA	
15	 0380	 BENEFICIARY BANK SWIFT	 0011	 	 	
15	 0390	 BENEFICIARY BANK CLEARING CODE	 0007	 TABLE	 REGUH-ZBNKL	
15	 0400	 BENEFICIARY BANK CLEARING CODE T	 0008	 	 	
15	 0410	 BENEFICIARY BANK ADDRESS LINE 1	 0035	 	 	
15	 0420	 BENEFICIARY BANK ADDRESS LINE 2	 0035	 	 	
15	 0430	 BENEFICIARY BANK ADDRESS LINE 3	 0035	 	 	
15	 0440	 BENEFICIARY BANK COUNTRY	 0002	 	 	
15	 0450	 INTERMEDIARY BANK NAME	 0035	 	 	
15	 0460	 INTERMEDIARY BANK ADDRESS LINE 1	 0035	 	 	
15	 0470	 INTERMEDIARY BANK ADDRESS LINE 2	 0035	 	 	
15	 0480	 INTERMEDIARY BANK ADDRESS LINE 3	 0035	 	 	
15	 0490	 INTERMEDIARY BANK COUNTRY	 0002	 	 	
15	 0500	 INTERMEDIARY BANK SWIFT	 0011	 	 	
15	 0510	 INTERMEDIARY BANK CLEARING CODE	 0017	 	 	
15	 0520	 INTERMEDIARY BANK CLEARING CTYPE	 0008	 	 	
15	 0530	 SENDER INFO/SPECIAL INSTR 3	 0070	 	 	
15	 0540	 RECEIVER INFO/SPECIAL INSTR 4	 0070	 	 	
15	 0550	 ORDER INFO/SPECIAL INSTR 5	 0070	 	 	
15	 0560	 DEBTOR REFERENCE/SPECIAL INSTR 6	 0070	 	 	
15	 0570	 ORDER PARTY REFERENCE(CUST REF)	 0035	 TABLE	 REGUH-VBLNR	
15	 0580	 MAILING NAME	 0070	 TABLE	 LFB1-ZSABE	
15	 0590	 FAX NUMBER	 0035	 FUNCTION	 FN_FAX	
15	 0600	 REMARKS/YOUR/SENDER REFERENCE	 0070	 	 	
15	 0610	 PARTICULARS/MISC/RECEIVER REF	 0105	 	 	
15	 0620	 ORDER DATE	 0008	 	 	
15	 0630	 TRANSACTION TYPE	 0003	 TABLE	 T042N-BKTCP	
15	 0640	 PAYMENT ID	 0025	 TABLE	 REGUH-ZBUKR,BKPF-GJAHR,REGUH-VBLNR	
15	 0650	 NO OF WTX RECORD	 0010	 	 	
15	 0660	 EXTENDED PAYMENT DETAILS	 0000	 FUNCTION	 INSERT_DETAILS	
15	 0670	 RESERVE	 0100	 	 	
16	 0010	 CREDIT/DEBIT ACCOUNT	 0035	 TABLE	 REGUH-UBKNT	
16	 0020	 CREDIT/DEBIT ACCOUNT CURRENCY	 0003	 TABLE	 T012K-WAERS	
16	 0030	 CHARGE ACCOUNT	 0035	 TABLE	 T012D-DTGBK	 REGUH-UBKNT
16	 0040	 CHARGE ACCOUNT CURRENCY	 0003	 TABLE	 T012D-DTGIS	 T012K-WAERS
16	 0050	 PAYMENT MODE	 0003	 	 APH	
16	 0060	 INSTRUCTION FOR CHARGES	 0003	 TABLE	 T042I-GEBKZ	 15
16	 0070	 URGENT/SINGLE PAYMENT FLAG	 0001	 	 	
16	 0080	 SINGLE DEBIT FLAG	 0001	 	 	
16	 0090	 TRANSACTION CURRENCY	 0003	 TABLE	 REGUH-WAERS	
16	 0100	 TRANSACTION DATE	 0008	 TABLE	 REGUH-VALUT+6(2),REGUH-VALUT+4(2),REGUH-VALUT+0(4)	
16	 0110	 TRANSACTION DATE TYPE	 0002	 	 	
16	 0120	 BULK REFERENCE/ORDERER REFERENCE	 0035	 TABLE	 REGUH-LAUFI,REGUH-LAUFD	 OUT,SY-DATUM,SY-UZEIT
16	 0130	 BUSINESS CATEGORY	 0003	 	 	
16	 0140	 BUSINESS DESCRIPTIONS	 0035	 	 	
16	 0150	 SCHEDULE DATE	 0008	 	 	
16	 0160	 RESTRICTED PAYMENT FLAG	 0001	 FUNCTION	 FN_RPF	
16	 0170	 RESERVE	 0100	 	 	
16	 0180	 TRANSACTION AMOUNT	 0015	 FUNCTION	 FN_TA	
16	 0190	 PAYMENT INSTRUCTIONS	 0008	 TABLE	 REGUH-DTAWS	 02
16	 0200	 PAYMENT DETAILS LINE 1	 0035	 FUNCTION	 FN_PDL1	
16	 0210	 PAYMENT DETAILS LINE 2	 0035	 FUNCTION	 FN_PDL2	
16	 0220	 PAYMENT DETAILS LINE 3	 0035	 FUNCTION	 FN_PDL3	
16	 0230	 PAYMENT DETAILS LINE 4	 0035	 FUNCTION	 FN_PDL4	
16	 0240	 SPECIAL INSTRUCTIONS LINE1	 0035	 	 	
16	 0250	 SPECIAL INSTRUCTIONS LINE2	 0035	 	 	
16	 0260	 BENEFICIARY CODE	 0012	 FUNCTION	 FN_BEN	
16	 0270	 BENEFICIARY NAME	 0035	 TABLE	 BSEC-NAME1,,BSEC-NAME2	 ADRC-NAME1,,ADRC-NAME2
16	 0280	 BENEFICIARY ACCOUNT	 0035	 FUNCTION	 FN_BA	
16	 0290	 BANEFICIARY ACCOUNT CCY	 0003	 	 	
16	 0300	 BENEFICIARY ACCOUNT TYPE	 0035	 	 	
16	 0310	 BENEFICIARY ADDRESS LINE1	 0035	 	 	
16	 0320	 BENEFICIARY ADDRESS LINE2	 0035	 	 	
16	 0330	 BENEFICIARY ADDRESS LINE3	 0035	 	 	
16	 0340	 BENEFICIARY COUNTRY OF RESIDENCE	 0002	 TABLE	 REGUH-ZLAND	
16	 0350	 BENEFICIARY BRANCH CODE	 0010	 	 	
16	 0360	 BENEFICIARY BRANCH NAME	 0035	 TABLE	 REGUH-BNKN1	
16	 0370	 BENEFICIARY BANK NAME	 0035	 TABLE	 BNKA-BANKA	
16	 0380	 BENEFICIARY BANK SWIFT	 0011	 	 	
16	 0390	 BENEFICIARY BANK CLEARING CODE	 0011	 TABLE	 BNKA-SWIFT	
16	 0400	 BENEFICIARY BANK CLEARING CODE T	 0008	 FUNCTION	 FN_BB_SWIFT_TYPE	
16	 0410	 BENEFICIARY BANK ADDRESS LINE 1	 0035	 TABLE	 BNKA-BRNCH	
16	 0420	 BENEFICIARY BANK ADDRESS LINE 2	 0035	 TABLE	 BNKA-STRAS	
16	 0430	 BENEFICIARY BANK ADDRESS LINE 3	 0035	 TABLE	 BNKA-PROVZ	
16	 0440	 BENEFICIARY BANK COUNTRY	 0002	 TABLE	 REGUH-ZBNKS	
16	 0450	 INTERMEDIARY BANK NAME	 0035	 TABLE	 BNKAI-BANKA	
16	 0460	 INTERMEDIARY BANK ADDRESS LINE 1	 0035	 TABLE	 BNKAI-BRNCH	
16	 0470	 INTERMEDIARY BANK ADDRESS LINE 2	 0035	 TABLE	 BNKAI-STRAS	
16	 0480	 INTERMEDIARY BANK ADDRESS LINE 3	 0035	 TABLE	 BNKAI-PROVZ,,BNKAI-ORT01	
16	 0490	 INTERMEDIARY BANK COUNTRY	 0002	 TABLE	 REGUH-BNKS1	
16	 0500	 INTERMEDIARY BANK SWIFT	 0011	 	 	
16	 0510	 INTERMEDIARY BANK CLEARING CODE	 0017	 FUNCTION	 FN_IBCC_NG	
16	 0520	 INTERMEDIARY BANK CLEARING CTYPE	 0008	 FUNCTION	 FN_IBCCT_NG	
16	 0530	 SENDER INFO/SPECIAL INSTR 3	 0035	 TABLE	 BSEG-SGTXT+0(35)	
16	 0540	 RECEIVER INFO/SPECIAL INSTR 4	 0035	 TABLE	 BSEG-SGTXT+36(15)	
16	 0550	 ORDER INFO/SPECIAL INSTR 5	 0070	 	 	
16	 0560	 DEBTOR REFERENCE/SPECIAL INSTR 6	 0070	 	 	
16	 0570	 ORDER PARTY REFERENCE(CUST REF)	 0070	 TABLE	 REGUH-VBLNR	
16	 0580	 MAILING NAME	 0070	 TABLE	 LFB1-ZSABE	
16	 0590	 FAX NUMBER	 0035	 FUNCTION	 FN_FAX	
16	 0600	 REMARKS/YOUR/SENDER REFERENCE	 0070	 	 	
16	 0610	 PARTICULARS/MISC/RECEIVER REF	 0105	 	 	
16	 0620	 ORDER DATE	 0008	 	 	
16	 0630	 TRANSACTION TYPE	 0003	 	 	
16	 0640	 PAYMENT ID	 0025	 TABLE	 REGUH-ZBUKR,BKPF-GJAHR,REGUH-VBLNR	
16	 0650	 NO OF WTX RECORD	 0010	 	 	
16	 0660	 EXTENDED PAYMENT DETAILS	 0000	 FUNCTION	 INSERT_DETAILS	
16	 0670	 RESERVE	 0100	 	 	
17	 0010	 CREDIT/DEBIT ACCOUNT	 0009	 TABLE	 REGUH-UBKNT	
17	 0020	 CREDIT/DEBIT ACCOUNT CURRENCY	 0003	 TABLE	 T012K-WAERS	
17	 0030	 CHARGE ACCOUNT	 0035	 	 	
17	 0040	 CHARGE ACCOUNT CURRENCY	 0003	 	 	
17	 0050	 PAYMENT MODE	 0003	 	 ANS	
17	 0060	 INSTRUCTION FOR CHARGES	 0003	 	 	
17	 0070	 URGENT/SINGLE PAYMENT FLAG	 0001	 	 	
17	 0080	 SINGLE DEBIT FLAG	 0001	 	 	
17	 0090	 TRANSACTION CURRENCY	 0003	 TABLE	 REGUH-WAERS	
17	 0100	 TRANSACTION DATE	 0008	 TABLE	 REGUH-VALUT+6(2),REGUH-VALUT+4(2),REGUH-VALUT+0(4)	
17	 0110	 TRANSACTION DATE TYPE	 0002	 	 	
17	 0120	 BULK REFERENCE/ORDERER REFERENCE	 0012	 TABLE	 REGUH-LAUFI,REGUH-LAUFD	 OUT,SY-DATUM,SY-UZEIT
17	 0130	 BUSINESS CATEGORY	 0003	 TABLE	 LFBK-BVTYP	
17	 0140	 BUSINESS DESCRIPTIONS	 0035	 	 	
17	 0150	 SCHEDULE DATE	 0008	 	 	
17	 0160	 RESTRICTED PAYMENT FLAG	 0001	 FUNCTION	 FN_RPF	
17	 0170	 RESERVE	 0100	 	 	
17	 0180	 TRANSACTION AMOUNT	 0015	 FUNCTION	 FN_TA	
17	 0190	 PAYMENT INSTRUCTIONS	 0008	 	 	
17	 0200	 PAYMENT DETAILS LINE 1	 0035	 	 	
17	 0210	 PAYMENT DETAILS LINE 2	 0035	 	 	
17	 0220	 PAYMENT DETAILS LINE 3	 0035	 	 	
17	 0230	 PAYMENT DETAILS LINE 4	 0035	 	 	
17	 0240	 SPECIAL INSTRUCTIONS LINE1	 0035	 	 	
17	 0250	 SPECIAL INSTRUCTIONS LINE2	 0009	 	 	
17	 0260	 BENEFICIARY CODE	 0012	 TABLE	 LFBK-BKREF	
17	 0270	 BENEFICIARY NAME	 0030	 TABLE	 BSEC-NAME3	 ADRC-NAME3
17	 0280	 BENEFICIARY ACCOUNT	 0007	 TABLE	 REGUH-ZBNKN	
17	 0290	 BANEFICIARY ACCOUNT CCY	 0003	 	 	
17	 0300	 BENEFICIARY ACCOUNT TYPE	 0001	 TABLE	 LFBK-BKONT	 REGUH-ZBKON
17	 0310	 BENEFICIARY ADDRESS LINE1	 0035	 	 	
17	 0320	 BENEFICIARY ADDRESS LINE2	 0035	 	 	
17	 0330	 BENEFICIARY ADDRESS LINE3	 0035	 	 	
17	 0340	 BENEFICIARY COUNTRY OF RESIDENCE	 0002	 	 	
17	 0350	 BENEFICIARY BRANCH CODE	 0003	 TABLE	 REGUH-ZBNKY+4(3)	
17	 0360	 BENEFICIARY BRANCH NAME	 0015	 TABLE	 BNKA-BRNCH	
17	 0370	 BENEFICIARY BANK NAME	 0015	 TABLE	 BNKA-BANKA	
17	 0380	 BENEFICIARY BANK SWIFT	 0011	 	 	
17	 0390	 BENEFICIARY BANK CLEARING CODE	 0004	 TABLE	 REGUH-ZBNKY+0(4)	
17	 0400	 BENEFICIARY BANK CLEARING CODE T	 0008	 	 	
17	 0410	 BENEFICIARY BANK ADDRESS LINE 1	 0035	 	 	
17	 0420	 BENEFICIARY BANK ADDRESS LINE 2	 0035	 	 	
17	 0430	 BENEFICIARY BANK ADDRESS LINE 3	 0035	 	 	
17	 0440	 BENEFICIARY BANK COUNTRY	 0002	 	 	
17	 0450	 INTERMEDIARY BANK NAME	 0035	 	 	
17	 0460	 INTERMEDIARY BANK ADDRESS LINE 1	 0035	 	 	
17	 0470	 INTERMEDIARY BANK ADDRESS LINE 2	 0035	 	 	
17	 0480	 INTERMEDIARY BANK ADDRESS LINE 3	 0035	 	 	
17	 0490	 INTERMEDIARY BANK COUNTRY	 0002	 	 	
17	 0500	 INTERMEDIARY BANK SWIFT	 0011	 	 	
17	 0510	 INTERMEDIARY BANK CLEARING CODE	 0017	 	 	
17	 0520	 INTERMEDIARY BANK CLEARING CTYPE	 0008	 	 	
17	 0530	 SENDER INFO/SPECIAL INSTR 3	 0035	 	 	
17	 0540	 RECEIVER INFO/SPECIAL INSTR 4	 0015	 	 	
17	 0550	 ORDER INFO/SPECIAL INSTR 5	 0070	 	 	
17	 0560	 DEBTOR REFERENCE/SPECIAL INSTR 6	 0070	 	 	
17	 0570	 ORDER PARTY REFERENCE(CUST REF)	 0035	 TABLE	 REGUH-VBLNR	
17	 0580	 MAILING NAME	 0070	 TABLE	 LFB1-ZSABE	
17	 0590	 FAX NUMBER	 0035	 FUNCTION	 FN_FAX	
17	 0600	 REMARKS/YOUR/SENDER REFERENCE	 0070	 	 	
17	 0610	 PARTICULARS/MISC/RECEIVER REF	 0105	 	 	
17	 0620	 ORDER DATE	 0008	 	 	
17	 0630	 TRANSACTION TYPE	 0003	 	 	
17	 0640	 PAYMENT ID	 0018	 TABLE	 REGUH-ZBUKR,BKPF-GJAHR,REGUH-VBLNR	
17	 0650	 NO OF WTX RECORD	 0010	 	 	
17	 0660	 EXTENDED PAYMENT DETAILS	 0000	 FUNCTION	 INSERT_DETAILS	
17	 0670	 RESERVE	 0100	 	 	
18	 0010	 CREDIT/DEBIT ACCOUNT	 0035	 TABLE	 REGUH-UBKNT	
18	 0020	 CREDIT/DEBIT ACCOUNT CURRENCY	 0003	 TABLE	 T012K-WAERS	
18	 0030	 CHARGE ACCOUNT	 0035	 	 	
18	 0040	 CHARGE ACCOUNT CURRENCY	 0003	 	 	
18	 0050	 PAYMENT MODE	 0003	 	 ZEN	
18	 0060	 INSTRUCTION FOR CHARGES	 0003	 	 	
18	 0070	 URGENT/SINGLE PAYMENT FLAG	 0001	 	 	
18	 0080	 SINGLE DEBIT FLAG	 0001	 	 	
18	 0090	 TRANSACTION CURRENCY	 0003	 TABLE	 REGUH-WAERS	
18	 0100	 TRANSACTION DATE	 0008	 TABLE	 REGUH-VALUT+6(2),REGUH-VALUT+4(2),REGUH-VALUT+0(4)	
18	 0110	 TRANSACTION DATE TYPE	 0002	 	 	
18	 0120	 BULK REFERENCE/ORDERER REFERENCE	 0035	 	 	
18	 0130	 BUSINESS CATEGORY	 0003	 	 	
18	 0140	 BUSINESS DESCRIPTIONS	 0035	 	 	
18	 0150	 SCHEDULE DATE	 0008	 	 	
18	 0160	 RESTRICTED PAYMENT FLAG	 0001	 FUNCTION	 FN_RPF	
18	 0170	 RESERVE	 0100	 	 	
18	 0180	 TRANSACTION AMOUNT	 0015	 FUNCTION	 FN_TA	
18	 0190	 PAYMENT INSTRUCTIONS	 0008	 	 	
18	 0200	 PAYMENT DETAILS LINE 1	 0035	 	 	
18	 0210	 PAYMENT DETAILS LINE 2	 0035	 	 	
18	 0220	 PAYMENT DETAILS LINE 3	 0035	 	 	
18	 0230	 PAYMENT DETAILS LINE 4	 0035	 	 	
18	 0240	 SPECIAL INSTRUCTIONS LINE1	 0035	 	 	
18	 0250	 SPECIAL INSTRUCTIONS LINE2	 0035	 	 	
18	 0260	 BENEFICIARY CODE	 0012	 FUNCTION	 FN_BEN	
18	 0270	 BENEFICIARY NAME	 0030	 TABLE	 BSEC-NAME3	 ADRC-NAME3
18	 0280	 BENEFICIARY ACCOUNT	 0007	 TABLE	 REGUH-ZBNKN	
18	 0290	 BANEFICIARY ACCOUNT CCY	 0003	 	 	
18	 0300	 BENEFICIARY ACCOUNT TYPE	 0035	 TABLE	 LFBK-BKONT+1(1)	 REGUH-ZBKON+1(1)
18	 0310	 BENEFICIARY ADDRESS LINE1	 0035	 	 	
18	 0320	 BENEFICIARY ADDRESS LINE2	 0035	 	 	
18	 0330	 BENEFICIARY ADDRESS LINE3	 0035	 	 	
18	 0340	 BENEFICIARY COUNTRY OF RESIDENCE	 0002	 	 	
18	 0350	 BENEFICIARY BRANCH CODE	 0003	 TABLE	 REGUH-ZBNKY+4(3)	
18	 0360	 BENEFICIARY BRANCH NAME	 0015	 TABLE	 BNKA-BRNCH	
18	 0370	 BENEFICIARY BANK NAME	 0015	 TABLE	 BNKA-BANKA	
18	 0380	 BENEFICIARY BANK SWIFT	 0011	 	 	
18	 0390	 BENEFICIARY BANK CLEARING CODE	 0004	 TABLE	 REGUH-ZBNKY+0(4)	
18	 0400	 BENEFICIARY BANK CLEARING CODE T	 0008	 	 	
18	 0410	 BENEFICIARY BANK ADDRESS LINE 1	 0035	 	 	
18	 0420	 BENEFICIARY BANK ADDRESS LINE 2	 0035	 	 	
18	 0430	 BENEFICIARY BANK ADDRESS LINE 3	 0035	 	 	
18	 0440	 BENEFICIARY BANK COUNTRY	 0002	 	 	
18	 0450	 INTERMEDIARY BANK NAME	 0030	 	 	
18	 0460	 INTERMEDIARY BANK ADDRESS LINE 1	 0035	 	 	
18	 0470	 INTERMEDIARY BANK ADDRESS LINE 2	 0035	 	 	
18	 0480	 INTERMEDIARY BANK ADDRESS LINE 3	 0035	 	 	
18	 0490	 INTERMEDIARY BANK COUNTRY	 0002	 	 	
18	 0500	 INTERMEDIARY BANK SWIFT	 0011	 	 	
18	 0510	 INTERMEDIARY BANK CLEARING CODE	 0017	 	 	
18	 0520	 INTERMEDIARY BANK CLEARING CTYPE	 0008	 	 	
18	 0530	 SENDER INFO/SPECIAL INSTR 3	 0070	 	 	
18	 0540	 RECEIVER INFO/SPECIAL INSTR 4	 0070	 	 	
18	 0550	 ORDER INFO/SPECIAL INSTR 5	 0070	 	 	
18	 0560	 DEBTOR REFERENCE/SPECIAL INSTR 6	 0070	 	 	
18	 0570	 ORDER PARTY REFERENCE(CUST REF)	 0035	 TABLE	 REGUH-VBLNR	
18	 0580	 MAILING NAME	 0070	 	 	
18	 0590	 FAX NUMBER	 0035	 	 	
18	 0600	 REMARKS/YOUR/SENDER REFERENCE	 0070	 	 	
18	 0610	 PARTICULARS/MISC/RECEIVER REF	 0105	 	 	
18	 0620	 ORDER DATE	 0008	 	 	
18	 0630	 TRANSACTION TYPE	 0003	 	 7	
18	 0640	 PAYMENT ID	 0018	 TABLE	 REGUH-ZBUKR,BKPF-GJAHR,REGUH-VBLNR	
18	 0650	 NO OF WTX RECORD	 0010	 	 	
18	 0660	 EXTENDED PAYMENT DETAILS	 0001	 	 	
18	 0670	 RESERVE	 0100	 	 	
19	 0010	 CREDIT/DEBIT ACCOUNT	 0035	 TABLE	 REGUH-UBKNT	
19	 0020	 CREDIT/DEBIT ACCOUNT CURRENCY	 0003	 TABLE	 T012K-WAERS	
19	 0030	 CHARGE ACCOUNT	 0035	 TABLE	 T012D-DTGBK	 REGUH-UBKNT
19	 0040	 CHARGE ACCOUNT CURRENCY	 0003	 TABLE	 T012D-DTGIS	 T012K-WAERS
19	 0050	 PAYMENT MODE	 0003	 	 LDD	
19	 0060	 INSTRUCTION FOR CHARGES	 0003	 TABLE	 T042I-GEBKZ	 15
19	 0070	 URGENT/SINGLE PAYMENT FLAG	 0001	 	 	
19	 0080	 SINGLE DEBIT FLAG	 0001	 	 	
19	 0090	 TRANSACTION CURRENCY	 0003	 TABLE	 REGUH-WAERS	
19	 0100	 TRANSACTION DATE	 0008	 TABLE	 REGUH-VALUT+6(2),REGUH-VALUT+4(2),REGUH-VALUT+0(4)	
19	 0110	 TRANSACTION DATE TYPE	 0002	 	 	
19	 0120	 BULK REFERENCE/ORDERER REFERENCE	 0035	 TABLE	 REGUH-LAUFI,REGUH-LAUFD	 OUT,SY-DATUM,SY-UZEIT
19	 0130	 BUSINESS CATEGORY	 0003	 	 	
19	 0140	 BUSINESS DESCRIPTIONS	 0035	 	 	
19	 0150	 SCHEDULE DATE	 0008	 	 	
19	 0160	 RESTRICTED PAYMENT FLAG	 0001	 FUNCTION	 FN_RPF	
19	 0170	 RESERVE	 0100	 	 	
19	 0180	 TRANSACTION AMOUNT	 0015	 FUNCTION	 FN_TA	
19	 0190	 PAYMENT INSTRUCTIONS	 0008	 TABLE	 REGUH-DTAWS	 02
19	 0200	 PAYMENT DETAILS LINE 1	 0035	 TABLE	 YHFAPPLC-YHADDR1	 FN_PDL1
19	 0210	 PAYMENT DETAILS LINE 2	 0035	 TABLE	 YHFAPPLC-YHADDR2	 FN_PDL2
19	 0220	 PAYMENT DETAILS LINE 3	 0035	 TABLE	 YHFAPPLC-YHADDR3	 FN_PDL3
19	 0230	 PAYMENT DETAILS LINE 4	 0035	 TABLE	 YHFAPPLC-YHADDR4	 FN_PDL4
19	 0240	 SPECIAL INSTRUCTIONS LINE1	 0035	 	 	
19	 0250	 SPECIAL INSTRUCTIONS LINE2	 0035	 	 	
19	 0260	 BENEFICIARY CODE	 0012	 FUNCTION	 FN_BEN	
19	 0270	 BENEFICIARY NAME	 0140	 TABLE	 BSEC-NAME1,,BSEC-NAME2	 ADRC-NAME1,,ADRC-NAME2
19	 0280	 BENEFICIARY ACCOUNT	 0035	 	 	
19	 0290	 BANEFICIARY ACCOUNT CCY	 0003	 	 	
19	 0300	 BENEFICIARY ACCOUNT TYPE	 0035	 	 	
19	 0310	 BENEFICIARY ADDRESS LINE1	 0035	 	 	
19	 0320	 BENEFICIARY ADDRESS LINE2	 0035	 	 	
19	 0330	 BENEFICIARY ADDRESS LINE3	 0035	 	 	
19	 0340	 BENEFICIARY COUNTRY OF RESIDENCE	 0002	 	 	
19	 0350	 BENEFICIARY BRANCH CODE	 0010	 TABLE	 REGUH-ZBNKY+0(4)	
19	 0360	 BENEFICIARY BRANCH NAME	 0035	 	 	
19	 0370	 BENEFICIARY BANK NAME	 0070	 TABLE	 YHFAPPLC-YHNAME	
19	 0380	 BENEFICIARY BANK SWIFT	 0011	 	 	
19	 0390	 BENEFICIARY BANK CLEARING CODE	 0017	 	 	
19	 0400	 BENEFICIARY BANK CLEARING CODE T	 0008	 	 	
19	 0410	 BENEFICIARY BANK ADDRESS LINE 1	 0035	 	 	
19	 0420	 BENEFICIARY BANK ADDRESS LINE 2	 0035	 	 	
19	 0430	 BENEFICIARY BANK ADDRESS LINE 3	 0035	 	 	
19	 0440	 BENEFICIARY BANK COUNTRY	 0002	 	 	
19	 0450	 INTERMEDIARY BANK NAME	 0035	 	 	
19	 0460	 INTERMEDIARY BANK ADDRESS LINE 1	 0035	 	 	
19	 0470	 INTERMEDIARY BANK ADDRESS LINE 2	 0035	 	 	
19	 0480	 INTERMEDIARY BANK ADDRESS LINE 3	 0035	 	 	
19	 0490	 INTERMEDIARY BANK COUNTRY	 0002	 	 	
19	 0500	 INTERMEDIARY BANK SWIFT	 0011	 	 	
19	 0510	 INTERMEDIARY BANK CLEARING CODE	 0017	 TABLE	 LFB1-TLFXS	
19	 0520	 INTERMEDIARY BANK CLEARING CTYPE	 0008	 	 	
19	 0530	 SENDER INFO/SPECIAL INSTR 3	 0035	 TABLE	 BSEG-SGTXT+0(35)	
19	 0540	 RECEIVER INFO/SPECIAL INSTR 4	 0015	 TABLE	 BSEG-SGTXT+36(15)	
19	 0550	 ORDER INFO/SPECIAL INSTR 5	 0070	 	 	
