"YAM_EQUI_LAST_RUN_AND_LOAD_HRS","N/A","  111","   63","   48","43 %","AM: Equipments : Last Running Hours - Loaded hours",
"YAM_EQUI_LAST_RUN_AND_LD_F01","N/A","  279","  198","   81","29 %","Include YAM_EQUI_LAST_RUN_AND_LD_F01",
"YAM_EQUI_LAST_RUN_AND_LD_F02","N/A","   86","   44","   42","49 %","Include YAM_EQUI_LAST_RUN_AND_LD_F02",
"YAM_EQUI_LAST_RUN_AND_LD_F03","N/A","   38","   20","   18","47 %","Include YAM_EQUI_LAST_RUN_AND_LD_F03",
"[Totle]"," ","  514","  325","  189","37 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_GTS_DOWNLOAD_CR3417","N/A","5,660","3,654","2,006","35 %","Golden Tax System Interface (SAP -> GT)",
"YAM_GTS_DOWNLOAD_CR3417","0800","   53","   47","    6","11 %","Combination and special case",
"YAM_GTS_DOWNLOAD_CR3417","0900","    8","    6","    2","25 %","preview output",
"[Totle]"," ","5,721","3,707","2,014","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_DELIVER_MONTHLY_REPORT","N/A","  801","  364","  437","55 %","Program delivering reports to payroll-team / time-coordinato",
"[Totle]"," ","  801","  364","  437","55 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_DOWNLOADAFRU","N/A","  427","  198","  229","54 %","Download contents AFRU table",
"[Totle]"," ","  427","  198","  229","54 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_EMAIL_SPOOL_IN_HTML","N/A","  345","  242","  103","30 %","Deliver the spool in html format as attachment to email",
"[Totle]"," ","  345","  242","  103","30 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_EXIT_PAYROLL","N/A","  157","   71","   86","55 %","Exit payroll",
"[Totle]"," ","  157","   71","   86","55 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_IMPORT_INFO_TYPES","N/A","1,082","  635","  447","41 %","Program to import flat-files into info-types PA2001, PA2002",
"[Totle]"," ","1,082","  635","  447","41 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_IMPORT_INFO_TYPES_2","N/A","1,195","  653","  542","45 %","Program to import flat-files into info-types PA2001, PA2002",
"[Totle]"," ","1,195","  653","  542","45 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_IMPORT_INFO_TYPES_ORD","N/A","1,201","  669","  532","44 %","Program to import flat-files into info-types PA2001, PA2002",
"[Totle]"," ","1,201","  669","  532","44 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_MONTHLY_REPORT_HTM","N/A","  369","  260","  109","30 %","Program delivering reports to payroll-team / time-coordinato",
"[Totle]"," ","  369","  260","  109","30 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_PA40_HIRE_EMPLOYEES","N/A","  548","  306","  242","44 %","Automatic load employees into system",
"BDCRECX1","N/A","  256","  184","   72","28 %","Automatic load employees into system",
"[Totle]"," ","  804","  490","  314","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_PA40_HIRE_EMPLOYEES_CH","N/A","  402","  287","  115","29 %","Automatic load employees into system",
"BDCRECX1","N/A","  256","  184","   72","28 %","Automatic load employees into system",
"[Totle]"," ","  658","  471","  187","28 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_PAYROLL_INFO_TEST","N/A","   79","   46","   33","42 %","Program to test retrieve payroll data",
"%_HR0001","N/A","    2","    1","    1","50 %","Program to test retrieve payroll data",
"%_HR0007","N/A","    2","    1","    1","50 %","Include for INFOTYPES Statement",
"DBPNPMAC","N/A","  143","   69","   74","52 %","Definitions for the log. database PNP (utilities for all pro",
"H99PAYDATA","N/A","  114","   63","   51","45 %","Definitions for the log. database PNP (utilities for all pro",
"H99PAYMACRO","N/A","  264","  233","   31","12 %","Definitions for the log. database PNP (utilities for all pro",
"PAY_SCREEN","N/A","  188","  116","   72","38 %","Include with presults functions",
"PNP900_CGUI","N/A","   73","   39","   34","47 %","Include with presults functions",
"PNP900_CGUI_ORG","N/A","  437","  228","  209","48 %","Include with presults functions",
"PNP900_CGUI_TIME","N/A","  244","  151","   93","38 %","Include with presults functions",
"RPC2AR00","N/A","   52","   23","   29","56 %","Data Definitions for Arrears Functionality",
"RPC2RX00","N/A","    7","    2","    5","71 %","Data Description for Cluster RD in PCL2 (Payroll Results for",
"RPC2RX01","N/A","    5","    2","    3","60 %","Data Description for Cluster RD in PCL2 (Payroll Results for",
"RPC2RX02","N/A","   42","   16","   26","62 %","Data Description for Cluster RD in PCL2 (Payroll Results for",
"RPC2RX03","N/A","  115","    1","  114","99 %","Data description for cluster RX (international) part 1",
"RPC2RX04","N/A","   12","    1","   11","92 %","Data description for cluster RX (international) part 1",
"RPC2RX29","N/A","  133","   19","  114","86 %","Data description for cluster RX (international, version 9) p",
"RPC2RX39","N/A","    5","    4","    1","20 %","Data description for cluster RX (international, version 9) p",
"RPC2RXX0","N/A","   22","    8","   14","64 %","Data Definition, Cluster RX File PCL2 (International Payroll",
"RPCDES00","N/A","   76","   27","   49","64 %","Data definition for cluster ES (PERG)",
"RPCXES00","N/A","  170","   82","   88","52 %","Macros for cluster ES",
"RPCXRXX0","N/A","  353","    1","  352","100 %","Macros for cluster RX",
"RPPPXD10","N/A","   62","   36","   26","42 %","Data Definition for PCL1, PCL2 Buffer Handler",
"[Totle]"," ","2,600","1,169","1,431","55 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_REFORMAT","N/A","  736","  420","  316","43 %","Reformat the data from YAM_HR_DOWNLOADAFRU 2",
"[Totle]"," ","  736","  420","  316","43 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_REFORMAT_CH","N/A","  747","  444","  303","41 %","Reformat the data from YAM_HR_DOWNLOADAFRU 2",
"[Totle]"," ","  747","  444","  303","41 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_RELEASE_PAYROLL","N/A","  157","   71","   86","55 %","",
"[Totle]"," ","  157","   71","   86","55 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_REPORT","N/A","2,085","1,412","  673","32 %","AM: HR report",
"EAMCC_MIOLXF14","N/A","   13","    7","    6","46 %","AM: HR report",
"MIOLXF14","N/A","1,087","  685","  402","37 %","Central forms for output list editing PM (single-level lists",
"MIOLXF16","N/A","2,410","1,673","  737","31 %","Central Functions List Editing PM, QM, SM from Release 4.0",
"MIOLXTOP","N/A","  285","  197","   88","31 %","Operand for Object Master Data Lists in PM",
"[Totle]"," ","5,880","3,974","1,906","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_RUN_TIME_EVALUATION","N/A","1,070","  460","  610","57 %","Run weekly time evaluation program RPTIME00 and email report",
"DBPNPMAC","N/A","  143","   69","   74","52 %","Definitions for the log. database PNP (utilities for all pro",
"PAY_SCREEN","N/A","  188","  116","   72","38 %","Include with presults functions",
"PNP900_CGUI","N/A","   73","   39","   34","47 %","Include with presults functions",
"PNP900_CGUI_ORG","N/A","  437","  228","  209","48 %","Include with presults functions",
"PNP900_CGUI_TIME","N/A","  244","  151","   93","38 %","Include with presults functions",
"[Totle]"," ","2,155","1,063","1,092","51 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_RUN_TIME_EVALUATION_HTM","N/A","  615","  363","  252","41 %","Run weekly time evaluation program RPTIME00 and email report",
"DBPNPMAC","N/A","  143","   69","   74","52 %","Definitions for the log. database PNP (utilities for all pro",
"PAY_SCREEN","N/A","  188","  116","   72","38 %","Include with presults functions",
"PNP900_CGUI","N/A","   73","   39","   34","47 %","Include with presults functions",
"PNP900_CGUI_ORG","N/A","  437","  228","  209","48 %","Include with presults functions",
"PNP900_CGUI_TIME","N/A","  244","  151","   93","38 %","Include with presults functions",
"[Totle]"," ","1,700","  966","  734","43 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_RUN_TIME_EVALUATION_PDF","N/A","  970","  521","  449","46 %","Run weekly time evaluation program RPTIME00 and email report",
"DBPNPMAC","N/A","  143","   69","   74","52 %","Definitions for the log. database PNP (utilities for all pro",
"PAY_SCREEN","N/A","  188","  116","   72","38 %","Include with presults functions",
"PNP900_CGUI","N/A","   73","   39","   34","47 %","Include with presults functions",
"PNP900_CGUI_ORG","N/A","  437","  228","  209","48 %","Include with presults functions",
"PNP900_CGUI_TIME","N/A","  244","  151","   93","38 %","Include with presults functions",
"[Totle]"," ","2,055","1,124","  931","45 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_HR_RUN_TIME_STATEMENT_HTM","N/A","  315","  213","  102","32 %","Run weekly time evaluation program RPTIME00 and email report",
"[Totle]"," ","  315","  213","  102","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_I001_INST_BASE","N/A","  707","  436","  271","38 %","AM: I001 Installed Base CTP",
"[Totle]"," ","  707","  436","  271","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_I003_SERVICE_CONTRACTS","N/A","  835","  520","  315","38 %","AM: I003 Service Contracts CTP",
"[Totle]"," ","  835","  520","  315","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_I006_UPDATE_EQUIPMENT","N/A","  104","   47","   57","55 %","AM: I006 - Update equipment",
"BDCRECX1","N/A","  256","  184","   72","28 %","AM: I006 - Update equipment",
"[Totle]"," ","  360","  231","  129","36 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_I007_MAPPING_UPDATE","N/A","  142","   88","   54","38 %","AM: Program to update BPCS Customer mapping table",
"[Totle]"," ","  142","   88","   54","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_I011","N/A","1,810","  960","  850","47 %","Service Order Outbound program",
"[Totle]"," ","1,810","  960","  850","47 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_I016_UNPLANNED_GDS_MVMT","N/A","  354","  173","  181","51 %","AM: I016 Unplanned Goods Movement",
"[Totle]"," ","  354","  173","  181","51 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_I017_TECO","N/A","1,401","  633","  768","55 %","Outbound Interface for TECO",
"[Totle]"," ","1,401","  633","  768","55 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_I017_TECO_ONE_BUT_FULL","N/A","1,444","  615","  829","57 %","Outbound Interface for TECO",
"[Totle]"," ","1,444","  615","  829","57 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_IDOC_MASS_UPDATE","N/A","  183","  134","   49","27 %","AM: IDoc mass update",
"YAM_IDOC_MASS_UPDATE_F01","N/A","1,857","1,181","  676","36 %","AM: IDoc mass update",
"YAM_IDOC_MASS_UPDATE_TOP","N/A","   87","   62","   25","29 %","AM: IDoc mass update",
"[Totle]"," ","2,127","1,377","  750","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_INIT_CREATE_MAT_DATA","N/A","  642","  418","  224","35 %","AM: Initial create for Plant/Sales area specific material da",
"[Totle]"," ","  642","  418","  224","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_INT_ORDERS_RECONCILIATION","N/A","  496","  254","  242","49 %","SAP Internal Orders Reconciliation Report",
"[Totle]"," ","  496","  254","  242","49 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_INVOICE_RECONCILIATION","N/A","  366","  212","  154","42 %","SAP Invoice Reconciliation Report",
"[Totle]"," ","  366","  212","  154","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_INVOICE_RECONCILIATION_PRO","N/A","  673","  375","  298","44 %","AM: SAP Invoice Profitability",
"[Totle]"," ","  673","  375","  298","44 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_IR02_SHORTTEXT_DIFF_LANG","N/A","  245","  101","  144","59 %","AM: Add shorttext in different languages",
"BDCRECX1","N/A","  256","  184","   72","28 %","AM: Add shorttext in different languages",
"[Totle]"," ","  501","  285","  216","43 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_JOBS_WITHOUT_501","N/A","  629","  350","  279","44 %","AM: Jobs with 261, but w/o 501 movement",
"[Totle]"," ","  629","  350","  279","44 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_JOB_RESCHEDULER","N/A","1,935","1,421","  514","27 %","AM: Job Rescheduler - OSS note 599835",
"[Totle]"," ","1,935","1,421","  514","27 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_KPI_DELETE","N/A","  180","  105","   75","42 %","AM: KPI result deletion program",
"[Totle]"," ","  180","  105","   75","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_KPI_LIST","N/A","  793","  443","  350","44 %","AM: KPI Cockpit",
"YAM_KPI_LIST","0100","    7","    5","    2","29 %","AM: KPI results screen",
"[Totle]"," ","  800","  448","  352","44 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_KPI_UPDATE","N/A","  200","   98","  102","51 %","AM: KPI update program",
"YAM_KPIC001","N/A","   42","   19","   23","55 %","AM: KPI update program",
"YAM_KPIC002","N/A","   42","   20","   22","52 %","AM: KPI update program",
"YAM_KPIC003","N/A","   36","   23","   13","36 %","AM: KPI update program",
"YAM_KPIC004","N/A","   36","   24","   12","33 %","AM: KPI update program",
"YAM_KPIC005","N/A","   34","   24","   10","29 %","AM: KPI update program",
"YAM_KPIC006","N/A","   35","   25","   10","29 %","AM: KPI update program",
"YAM_KPIN001","N/A","   63","   28","   35","56 %","AM: KPI update program",
"YAM_KPIN002","N/A","   65","   28","   37","57 %","AM: KPI update program",
"YAM_KPIN003","N/A","   77","   34","   43","56 %","AM: KPI update program",
"YAM_KPIN004","N/A","   85","   44","   41","48 %","AM: KPI update program",
"YAM_KPIN005","N/A","   57","   24","   33","58 %","AM: KPI update program",
"YAM_KPIN006","N/A","   67","   30","   37","55 %","AM: KPI update program",
"YAM_KPIN007","N/A","   40","   17","   23","58 %","AM: KPI update program",
"YAM_KPIN008","N/A","   43","   19","   24","56 %","AM: KPI update program",
"YAM_KPIN009","N/A","   71","   30","   41","58 %","AM: KPI update program",
"YAM_KPIN010","N/A","    8","    5","    3","38 %","AM: KPI update program",
"YAM_KPIN011","N/A","  106","   26","   80","75 %","AM: KPI update program",
"YAM_KPIN012","N/A","   38","   14","   24","63 %","AM: KPI update program",
"YAM_KPIN013","N/A","   48","   26","   22","46 %","AM: KPI update program",
"YAM_KPIN014","N/A","   49","   27","   22","45 %","AM: KPI update program",
"YAM_KPIN015","N/A","   37","   23","   14","38 %","AM: KPI update program",
"YAM_KPIN016","N/A","   38","   24","   14","37 %","AM: KPI update program",
"YAM_KPI_FRM_INCL","N/A","   24","   23","    1"," 4 %","AM: KPI formula include program",
"YAM_KPI_TOP","N/A","   23","   12","   11","48 %","AM: KPI global data include",
"[Totle]"," ","1,364","  667","  697","51 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_LIST_CREDIT_CHECK","N/A","  245","   88","  157","64 %","AM:List Differences credit check BPCS  - SAP",
"[Totle]"," ","  245","   88","  157","64 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_LIST_ITEM_PRICE_CHECK","N/A","  237","  148","   89","38 %","AM : List Differences for Costprice and Salesprice",
"[Totle]"," ","  237","  148","   89","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_LIST_MAT_PHIER_DIFF","N/A","   94","   52","   42","45 %","AM: List of differences in material producthierarchies",
"[Totle]"," ","   94","   52","   42","45 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_LIST_OF_CONTRACTS","N/A","  569","  327","  242","43 %","AM: List of contracts for Controller",
"[Totle]"," ","  569","  327","  242","43 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_LIST_OF_CONTRACTS_NRRR","N/A","  524","  392","  132","25 %","AM: List of contracts for Controller - Non-Rev.Recon.relevan",
"[Totle]"," ","  524","  392","  132","25 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_LIST_ORDERS_MISSING_INFO","N/A","  184","   95","   89","48 %","AM: List of orders with missing info",
"[Totle]"," ","  184","   95","   89","48 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_LOAD_COPA_HISTORY","N/A","  874","  539","  335","38 %","Data Transfer for Service Contracts",
"[Totle]"," ","  874","  539","  335","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_MAKT_STAR_DELETE_30","N/A","   55","   31","   24","44 %","YAM_MKAT_STAR_DELETE_30",
"[Totle]"," ","   55","   31","   24","44 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_MASS_CFG_SERV_PROD","N/A","  472","  260","  212","45 %","Automation of service product configuration",
"[Totle]"," ","  472","  260","  212","45 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_MASS_CHG_NOTIF_TO_SO","N/A","2,476","1,736","  740","30 %","AM: Mass change of Z4 notifs to S.O.",
"EAMCC_MIOLXF14","N/A","   13","    7","    6","46 %","AM: Mass change of Z4 notifs to S.O.",
"MIOLXF14","N/A","1,087","  685","  402","37 %","Central forms for output list editing PM (single-level lists",
"MIOLXF16","N/A","2,410","1,673","  737","31 %","Central Functions List Editing PM, QM, SM from Release 4.0",
"MIOLXF17","N/A","  430","  277","  153","36 %","Address Selection for List Editing PM",
"MIOLXF19","N/A","   93","   47","   46","49 %","Address Selection for List Editing PM",
"MIOLXF22","N/A","  224","  164","   60","27 %","Address Selection for List Editing PM",
"MIOLXF23","N/A","   76","   54","   22","29 %","Address Selection for List Editing PM",
"MIOLXF30","N/A","3,158","2,214","  944","30 %","INCLUDE with calls to notification",
"MIOLXF65","N/A","   43","   19","   24","56 %","INCLUDE with calls to notification",
"MIOLXF66","N/A","   84","   53","   31","37 %","INCLUDE with calls to notification",
"MIOLXF67","N/A","   35","   17","   18","51 %","INCLUDE with calls to notification",
"MIOLXF69","N/A","   71","   43","   28","39 %","INCLUDE with calls to notification",
"MIOLXF70","N/A","  193","  136","   57","30 %","INCLUDE with calls to notification",
"MIOLXT30","N/A","  136","   92","   44","32 %","Include for Data Declaration for Notification Lists RIQMEL20",
"MIOLXTOP","N/A","  285","  197","   88","31 %","Operand for Object Master Data Lists in PM",
"RIVCI000","N/A","   73","   37","   36","49 %","Operand for Object Master Data Lists in PM",
"[Totle]"," ","10887","7,451","3,436","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_MASS_UPD_CUSTOMER","N/A","1,533","1,072","  461","30 %","AM: Mass Update Customer",
"[Totle]"," ","1,533","1,072","  461","30 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_MASS_UPD_WORKCENTER","N/A","2,943","1,511","1,432","49 %","AM: Mass Update Equipment Related Data",
"[Totle]"," ","2,943","1,511","1,432","49 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_MATERIAL_GROUP_UPDATE","N/A","  307","  178","  129","42 %","YAM : Material Group Update",
"[Totle]"," ","  307","  178","  129","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_MATRIAL_SLASH_DELETE","N/A","  111","   64","   47","42 %","YAM_MATRIAL_SLASH_DELETE",
"[Totle]"," ","  111","   64","   47","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_MATRIAL_SLASH_DELETE_ORIG","N/A","  114","   68","   46","40 %","YAM_MATRIAL_SLASH_DELETE",
"[Totle]"," ","  114","   68","   46","40 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_MAT_DIS_CHANGES","N/A","  131","   73","   58","44 %","Material - Display changes",
"[Totle]"," ","  131","   73","   58","44 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_MAT_SPARE_PARTS_PRICES","N/A","  619","  426","  193","31 %","Material / Spareparts Report - including cost / list price +",
"[Totle]"," ","  619","  426","  193","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_MEREP_LOG_DISPLAY","N/A","  177","   93","   84","47 %","AM: Mobile Engine Replication log display program",
"[Totle]"," ","  177","   93","   84","47 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_MIGO","N/A","  123","   68","   55","45 %","AM: Batch input to correct goods movements via MIGO",
"BDCRECX1","N/A","  256","  184","   72","28 %","AM: Batch input to correct goods movements via MIGO",
"[Totle]"," ","  379","  252","  127","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_NAVIGATOR_FAVORITES","N/A","  148","  100","   48","32 %","AM: Copy  favorites between systems",
"[Totle]"," ","  148","  100","   48","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_NOTIF_DETAILS","N/A","   96","   67","   29","30 %","CTAM: Notification details",
"[Totle]"," ","   96","   67","   29","30 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_ONE_2_ONE_RATIO","N/A","1,425","1,017","  408","29 %","AM: One-2-One ratio or Equipments without Service",
"[Totle]"," ","1,425","1,017","  408","29 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_P021_VENDOR_WARRANTY_REC","N/A","3,537","1,334","2,203","62 %","Vendor Warranty Recovery",
"EAMCC_MIOLXF14","N/A","   13","    7","    6","46 %","Vendor Warranty Recovery",
"MIOLXF14","N/A","1,087","  685","  402","37 %","Central forms for output list editing PM (single-level lists",
"MIOLXF16","N/A","2,410","1,673","  737","31 %","Central Functions List Editing PM, QM, SM from Release 4.0",
"MIOLXTOP","N/A","  285","  197","   88","31 %","Operand for Object Master Data Lists in PM",
"[Totle]"," ","7,332","3,896","3,436","47 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_P022_ACTUAL_RUNNING_HRS","N/A","3,600","2,487","1,113","31 %","AM: Variance estimated/Actual Running Hours",
"EAMCC_MIOLXF14","N/A","   13","    7","    6","46 %","AM: Variance estimated/Actual Running Hours",
"MIMACRO0","N/A","   63","   26","   37","59 %","Central Macros for PM Reporting",
"MIOLXF14","N/A","1,087","  685","  402","37 %","Central forms for output list editing PM (single-level lists",
"MIOLXF16","N/A","2,410","1,673","  737","31 %","Central Functions List Editing PM, QM, SM from Release 4.0",
"MIOLXTOP","N/A","  285","  197","   88","31 %","Operand for Object Master Data Lists in PM",
"RVVBTYP","N/A","  116","   87","   29","25 %","Operand for Object Master Data Lists in PM",
"[Totle]"," ","7,574","5,162","2,412","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_P025_WARRANTY_MEAS_POINT","N/A","1,683","  973","  710","42 %","AM: P025 -Warranty and Measurement Point Creation",
"[Totle]"," ","1,683","  973","  710","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_P025_WARRANTY_MP2","N/A","1,509","  873","  636","42 %","AM: P025 -Warranty and Measurement Point Creation (2)",
"[Totle]"," ","1,509","  873","  636","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"YAM_P026_SUPERCESSION","N/A","  296","  137","  159","54 %","AM: P026 Supercession",
"[Totle]"," ","  296","  137","  159","54 %"," ",


